#chrom	start	end	size	num_data	min	max	mean	median	sum
chr12	57106217	57106336	119	119	57.00	2335.00	1277.82	1096.00	152060.00
chr14	92587985	92588235	250	250	3.00	278.00	149.23	142.00	37308.00
chr1	165600456	165600530	74	74	4.00	304.00	111.70	93.00	8266.00
chr12	6975147	6975793	646	646	26.00	732.00	450.86	451.50	291255.00
chr2	201936712	201936782	70	70	6.00	41.00	19.40	10.00	1358.00
chr14	78174445	78174551	106	106	0.00	324.00	96.64	70.00	10244.00
chr15	101812398	101813061	663	663	0.00	286.00	135.29	142.00	89697.00
chr16	18794052	18794470	418	418	0.00	1813.00	299.36	25.00	125131.00
chr14	101331603	101331904	301	301	0.00	0.00	0.00	0.00	0.00
chr8	109260841	109260933	92	92	0.00	71.00	25.40	28.00	2337.00
chr6	33240319	33240503	184	184	2.00	3529.00	969.93	618.50	178467.00
chr15	82823287	82823393	106	106	2028.00	5092.00	3921.36	4310.00	415664.00
chr15	83207630	83207736	106	106	2036.00	5114.00	3936.44	4322.00	417263.00
chr9	140049063	140050870	1807	1807	0.00	0.00	0.00	0.00	0.00
chr9	127623697	127623834	137	137	1057.00	3488.00	2383.74	2659.00	326573.00
chr4	152024022	152024456	434	434	0.00	3578.00	1265.07	26.00	549042.00
chr14	39532527	39532617	90	90	5.00	39.00	15.26	11.00	1373.00
chr8	37597882	37597964	82	82	2.00	33.00	21.54	20.00	1766.00
chr2	27994596	27994666	70	70	0.00	168.00	58.43	42.00	4090.00
chr20	57605357	57605484	127	127	1846.00	4306.00	2868.80	2588.00	364337.00
chr12	21788274	21788643	369	369	3.00	3756.00	2365.43	2460.00	872844.00
chr11	17098975	17099089	114	114	16.00	1078.00	301.54	63.00	34375.00
chr15	83654980	83655121	141	141	0.00	109.00	38.58	25.00	5440.00
chr8	1302511	1303663	1152	1152	0.00	18.00	1.56	0.00	1800.00
chr16	56717869	56718106	237	237	72.00	409.00	260.22	267.00	61672.00
chr11	61316511	61317259	748	748	0.00	8.00	1.32	0.00	986.00
chr8	1407998	1408381	383	383	0.00	9.00	3.91	6.00	1496.00
chr9	140833366	140833967	601	601	0.00	0.00	0.00	0.00	0.00
chr2	114713199	114713283	84	84	480.00	803.00	601.61	566.00	50535.00
chr6	133137599	133137830	231	231	12.00	3338.00	1150.44	27.00	265752.00
chr2	47403114	47403667	553	553	0.00	1835.00	80.42	16.00	44475.00
chr18	56824839	56824897	58	58	448.00	1019.00	769.21	722.00	44614.00
chr15	49447721	49447789	68	68	0.00	73.00	20.24	13.00	1376.00
chr8	1328506	1329077	571	571	0.00	10.00	1.75	0.00	1000.00
chr22	48905128	48905505	377	377	0.00	0.00	0.00	0.00	0.00
chr19	15366874	15367074	200	200	83.00	306.00	204.93	214.00	40985.00
chr5	31663101	31663338	237	237	0.00	0.00	0.00	0.00	0.00
chr4	6499163	6499319	156	156	0.00	0.00	0.00	0.00	0.00
chr18	47016823	47016922	99	99	1368.00	2170.00	1634.26	1582.00	161792.00
chr20	32677124	32677711	587	587	1.00	612.00	254.65	272.00	149477.00
chr7	154495717	154496173	456	456	0.00	0.00	0.00	0.00	0.00
chr17	79857795	79858128	333	333	76.00	879.00	577.30	665.00	192242.00
chr14	23495058	23495584	526	526	22.00	804.00	515.98	547.00	271403.00
chr11	33453866	33455459	1593	1593	0.00	0.00	0.00	0.00	0.00
chr19	24009898	24010069	171	171	0.00	665.00	387.24	465.00	66218.00
chr8	99056316	99057688	1372	1372	0.00	3369.00	352.94	20.00	484230.00
chr15	76518189	76518270	81	81	148.00	228.00	191.83	190.00	15538.00
chr7	2405951	2406083	132	132	44.00	141.00	81.27	68.00	10727.00
chr17	77225977	77226356	379	379	0.00	0.00	0.00	0.00	0.00
chr8	109226835	109226945	110	110	231.00	553.00	366.10	339.50	40271.00
chr15	66795695	66795867	172	172	341.00	2061.00	1402.23	1598.00	241183.00
chr21	35751726	35751815	89	89	118.00	189.00	142.40	139.00	12674.00
chr9	140043870	140044424	554	554	0.00	0.00	0.00	0.00	0.00
chr12	53413693	53413810	117	117	29.00	135.00	69.21	68.00	8098.00
chr1	93301746	93301949	203	203	820.00	1390.00	1147.26	1190.00	232893.00
chr3	53925796	53925885	89	89	0.00	128.00	53.61	44.00	4771.00
chr3	69120685	69120768	83	83	62.00	109.00	92.45	95.00	7673.00
chr5	36606686	36607116	430	430	0.00	20.00	2.05	0.00	880.00
chr8	1337727	1339342	1615	1615	0.00	0.00	0.00	0.00	0.00
chr3	10555942	10556047	105	105	0.00	0.00	0.00	0.00	0.00
chr17	26903528	26903944	416	416	0.00	357.00	24.37	2.00	10137.00
chr14	70826235	70826428	193	193	0.00	384.00	101.79	28.00	19645.00
chr11	63743696	63744007	311	311	154.00	2109.00	1431.23	1644.00	445111.00
chr2	3622881	3622940	59	59	0.00	86.00	21.20	9.00	1251.00
chr19	41059346	41059540	194	194	0.00	5.00	2.58	5.00	500.00
chr1	160254844	160254920	76	76	0.00	79.00	32.26	21.00	2452.00
chr13	50125461	50125604	143	143	12.00	49.00	25.59	22.00	3660.00
chr10	74385767	74385864	97	97	0.00	27.00	11.00	0.00	1067.00
chr1	24022192	24022622	430	430	0.00	4448.00	848.46	3.00	364839.00
chr5	149822902	149823916	1014	1014	0.00	3411.00	240.25	36.00	243612.00
chr3	58417457	58417520	63	63	186.00	259.00	214.48	213.00	13512.00
chr4	8095073	8095888	815	815	0.00	18.00	2.21	0.00	1800.00
chr19	48281945	48282071	126	126	14.00	2398.00	792.93	772.50	99909.00
chr8	1310963	1311278	315	315	0.00	0.00	0.00	0.00	0.00
chr16	56660791	56661007	216	216	88.00	1265.00	808.07	834.50	174544.00
chr5	149826985	149827298	313	313	0.00	2805.00	785.14	25.00	245749.00
chr18	19353584	19353689	105	105	2.00	10.00	6.82	8.00	716.00
chr1	117963190	117963308	118	118	0.00	35.00	20.75	29.00	2449.00
chr7	158191496	158192060	564	564	0.00	0.00	0.00	0.00	0.00
chr12	57033663	57033976	313	313	0.00	2908.00	1506.46	1910.00	471522.00
chr7	54826850	54826915	65	65	0.00	115.00	48.71	35.00	3166.00
chr18	3262131	3262235	104	104	0.00	395.00	115.53	69.00	12015.00
chr20	56918773	56918855	82	82	9.00	18.00	14.68	18.00	1204.00
chr2	55460498	55460553	55	55	1873.00	4029.00	3272.07	3487.00	179964.00
chr9	130213556	130213674	118	118	2.00	1581.00	675.07	431.00	79658.00
chr7	54819984	54820151	167	167	0.00	774.00	377.94	390.00	63116.00
chr19	58906048	58906170	122	122	14.00	1277.00	630.25	618.50	76890.00
chr2	187531430	187531510	80	80	12.00	25.00	17.55	13.00	1404.00
chr10	51580555	51580696	141	141	18.00	115.00	69.79	75.00	9840.00
chr11	21135134	21135260	126	126	61.00	120.00	80.43	85.00	10134.00
chr4	602915	603654	739	739	0.00	6.00	1.26	0.00	934.00
chr1	27915783	27915968	185	185	0.00	0.00	0.00	0.00	0.00
chr2	11724902	11725051	149	149	0.00	1.00	0.65	1.00	97.00
chr7	135635346	135635430	84	84	62.00	137.00	96.45	100.00	8102.00
chr3	13169437	13170032	595	595	0.00	0.00	0.00	0.00	0.00
chr3	197680808	197681018	210	210	0.00	3343.00	1996.70	2775.50	419308.00
chr9	34613544	34613868	324	324	1.00	837.00	553.62	616.00	179373.00
chr3	62305395	62305507	112	112	57.00	195.00	115.43	106.00	12928.00
chr4	174308947	174309781	834	834	0.00	1118.00	161.87	12.00	134996.00
chr15	78832790	78832881	91	91	0.00	169.00	78.87	93.00	7177.00
chr10	714132	714671	539	539	0.00	37.00	7.30	0.00	3934.00
chr8	1312779	1313338	559	559	0.00	0.00	0.00	0.00	0.00
chr17	77366765	77366942	177	177	0.00	0.00	0.00	0.00	0.00
chr2	3623181	3623274	93	93	88.00	1606.00	630.02	361.00	58592.00
chr14	50272738	50272851	113	113	53.00	109.00	90.78	91.00	10258.00
chr5	52978947	52979164	217	217	4.00	776.00	355.78	350.00	77204.00
chr3	179333770	179333837	67	67	326.00	461.00	386.64	377.00	25905.00
chr1	162469744	162470057	313	313	0.00	44.00	11.68	13.00	3655.00
chr12	133528347	133528661	314	314	0.00	16.00	5.10	0.00	1600.00
chr9	130209952	130210096	144	144	18.00	912.00	170.26	36.00	24517.00
chr9	114287457	114287542	85	85	0.00	0.00	0.00	0.00	0.00
chr16	648960	649176	216	216	0.00	11.00	3.93	3.00	848.00
chr7	70625531	70625736	205	205	0.00	0.00	0.00	0.00	0.00
chr7	140396504	140396642	138	138	22.00	1041.00	492.06	482.50	67904.00
chr3	12877458	12877961	503	503	0.00	6079.00	1281.67	11.00	644679.00
chr8	1356126	1356675	549	549	0.00	17.00	3.95	3.00	2168.00
chr11	64089057	64089265	208	208	150.00	2252.00	1542.76	1584.50	320895.00
chr8	962950	963753	803	803	0.00	0.00	0.00	0.00	0.00
chr8	1243161	1246013	2852	2852	0.00	0.00	0.00	0.00	0.00
chr7	99896310	99896623	313	313	0.00	9.00	1.81	0.00	567.00
chr12	6602223	6602450	227	227	0.00	654.00	312.21	299.00	70872.00
chr11	51168440	51168568	128	128	0.00	0.00	0.00	0.00	0.00
chr1	161183653	161184181	528	528	5.00	707.00	257.05	149.00	135720.00
chr8	1421477	1421623	146	146	0.00	0.00	0.00	0.00	0.00
chr11	67123414	67123503	89	89	0.00	0.00	0.00	0.00	0.00
chr1	54507396	54507478	82	82	499.00	728.00	598.18	596.00	49051.00
chr2	183743604	183743742	138	138	0.00	0.00	0.00	0.00	0.00
chr3	12880847	12881029	182	182	2819.00	4628.00	3607.32	3554.50	656533.00
chr11	61096834	61097056	222	222	6.00	57.00	24.80	26.00	5505.00
chr17	77277626	77277812	186	186	0.00	0.00	0.00	0.00	0.00
chr20	18548083	18548240	157	157	0.00	265.00	113.76	114.00	17860.00
chr3	184023841	184023943	102	102	94.00	165.00	128.67	131.50	13124.00
chr20	44845850	44845952	102	102	0.00	0.00	0.00	0.00	0.00
chr1	45244201	45244425	224	224	1.00	16779.00	4653.42	2449.00	1042367.00
chr18	35009257	35009508	251	251	0.00	0.00	0.00	0.00	0.00
chr10	60028911	60029064	153	153	6.00	165.00	68.09	75.00	10418.00
chr7	140705975	140706335	360	360	0.00	481.00	285.26	300.50	102694.00
chr22	18074542	18075502	960	960	0.00	2786.00	984.96	1114.00	945557.00
chr1	153946748	153947311	563	563	0.00	593.00	275.63	357.00	155182.00
chr11	32608557	32608690	133	133	70.00	114.00	91.13	93.00	12120.00
chr1	184695388	184695523	135	135	0.00	23.00	16.63	18.00	2245.00
chr8	10257907	10259478	1571	1571	0.00	0.00	0.00	0.00	0.00
chr3	186502009	186503840	1831	1831	0.00	1584.00	232.16	4.00	425086.00
chr7	102996140	102996240	100	100	74.00	144.00	111.45	108.00	11145.00
chr9	35099896	35100169	273	273	61.00	684.00	410.14	338.00	111969.00
chr7	71155616	71155866	250	250	0.00	0.00	0.00	0.00	0.00
chr6	160199201	160199312	111	111	170.00	260.00	200.13	196.00	22214.00
chr9	101108512	101108977	465	465	0.00	0.00	0.00	0.00	0.00
chr16	56667251	56667317	66	66	148.00	234.00	186.47	177.00	12307.00
chr8	1391588	1392091	503	503	0.00	0.00	0.00	0.00	0.00
chr11	62340055	62340214	159	159	122.00	1465.00	992.01	1245.00	157730.00
chr17	79214786	79215080	294	294	32.00	713.00	425.16	370.00	124997.00
chr1	173446461	173446631	170	170	0.00	542.00	134.88	46.50	22930.00
chr8	63930051	63930189	138	138	18.00	88.00	44.07	48.00	6082.00
chr7	131890215	131890326	111	111	0.00	0.00	0.00	0.00	0.00
chr4	42051393	42051496	103	103	49.00	101.00	77.72	80.00	8005.00
chr2	91781295	91781567	272	272	0.00	0.00	0.00	0.00	0.00
chr8	1301692	1302498	806	806	0.00	22.00	2.73	0.00	2200.00
chr3	58415854	58415965	111	111	85.00	214.00	140.59	147.00	15606.00
chr14	94594850	94595012	162	162	289.00	682.00	505.57	522.00	81902.00
chr3	197678029	197678195	166	166	24.00	2919.00	1629.49	1630.00	270496.00
chr6	74227752	74228333	581	581	32.00	13089.00	8449.58	9539.00	4909204.00
chr8	1346274	1346328	54	54	0.00	0.00	0.00	0.00	0.00
chr12	69979239	69979304	65	65	0.00	4.00	2.89	4.00	188.00
chr5	167913484	167913548	64	64	0.00	0.00	0.00	0.00	0.00
chr7	157626545	157627221	676	676	0.00	0.00	0.00	0.00	0.00
chr9	33278110	33278223	113	113	343.00	561.00	474.81	484.00	53653.00
chr8	67974080	67974367	287	287	0.00	269.00	95.96	100.00	27541.00
chr2	232037248	232037521	273	273	0.00	769.00	408.29	459.00	111463.00
chr6	133135870	133135921	51	51	644.00	2497.00	1471.29	1596.00	75036.00
chr8	10360310	10361038	728	728	0.00	22.00	10.65	11.00	7753.00
chr5	176279272	176279378	106	106	0.00	0.00	0.00	0.00	0.00
chr22	33164101	33164375	274	274	0.00	0.00	0.00	0.00	0.00
chr14	101330805	101331525	720	720	0.00	0.00	0.00	0.00	0.00
chr20	3529816	3529985	169	169	0.00	3.00	0.92	0.00	156.00
chr4	57896369	57896565	196	196	131.00	377.00	200.44	186.00	39286.00
chr7	157662624	157663418	794	794	0.00	2.00	0.25	0.00	200.00
chr19	35230427	35230526	99	99	0.00	5.00	3.74	5.00	370.00
chr22	32783580	32784086	506	506	14.00	356.00	193.96	190.00	98143.00
chr16	18812752	18812882	130	130	0.00	446.00	148.08	77.50	19251.00
chr6	24775236	24775340	104	104	0.00	5.00	4.62	5.00	480.00
chr1	202931009	202931827	818	818	14.00	278.00	151.12	145.00	123614.00
chr21	39149654	39149774	120	120	0.00	0.00	0.00	0.00	0.00
chr3	27446320	27446454	134	134	0.00	0.00	0.00	0.00	0.00
chr8	1325595	1325874	279	279	0.00	0.00	0.00	0.00	0.00
chr7	140404659	140404763	104	104	1306.00	1731.00	1454.62	1438.50	151281.00
chr2	209119662	209119824	162	162	0.00	5.00	1.61	2.00	261.00
chr12	120881821	120882758	937	937	0.00	159.00	73.69	69.00	69044.00
chr21	35286753	35286804	51	51	418.00	624.00	505.43	464.00	25777.00
chr14	24587596	24587743	147	147	127.00	193.00	159.02	160.00	23376.00
chr12	111595593	111595735	142	142	0.00	0.00	0.00	0.00	0.00
chr10	85908485	85908594	109	109	499.00	873.00	731.11	730.00	79691.00
chr9	32552798	32552977	179	179	0.00	191.00	71.07	47.00	12722.00
chr17	49773932	49774148	216	216	0.00	0.00	0.00	0.00	0.00
chr16	3781776	3781938	162	162	8.00	69.00	42.36	40.00	6863.00
chr1	185751175	185751337	162	162	0.00	0.00	0.00	0.00	0.00
chr1	165624604	165624865	261	261	29.00	1797.00	1049.11	1226.00	273817.00
chr11	68895617	68896008	391	391	0.00	0.00	0.00	0.00	0.00
chr2	135884152	135884226	74	74	14.00	39.00	27.82	30.00	2059.00
chr6	112418243	112418404	161	161	78.00	307.00	191.24	199.00	30790.00
chr17	77527767	77527878	111	111	0.00	0.00	0.00	0.00	0.00
chr17	77629088	77629199	111	111	0.00	0.00	0.00	0.00	0.00
chr2	196582975	196583056	81	81	2.00	39.00	15.25	21.00	1235.00
chr11	70463044	70463452	408	408	0.00	0.00	0.00	0.00	0.00
chr8	97133433	97133638	205	205	0.00	0.00	0.00	0.00	0.00
chr18	3253886	3254048	162	162	137.00	296.00	238.59	245.00	38652.00
chr8	984873	985055	182	182	0.00	0.00	0.00	0.00	0.00
chr2	172671630	172671712	82	82	26.00	63.00	44.05	50.00	3612.00
chr8	99054872	99055418	546	546	0.00	3313.00	645.48	20.00	352433.00
chr3	69126948	69127069	121	121	36.00	114.00	81.22	89.00	9828.00
chr7	157859676	157859927	251	251	0.00	4.00	1.59	0.00	400.00
chr6	16430725	16431049	324	324	0.00	0.00	0.00	0.00	0.00
chr7	23728887	23729078	191	191	40.00	104.00	77.42	77.00	14788.00
chr7	96747026	96747209	183	183	0.00	101.00	58.52	65.00	10710.00
chr12	6601303	6601633	330	330	0.00	762.00	503.70	558.50	166221.00
chr6	26104168	26104550	382	382	0.00	9.00	2.36	0.00	900.00
chr16	18799384	18799464	80	80	1565.00	2238.00	1894.88	1896.50	151590.00
chr8	1371931	1372576	645	645	0.00	0.00	0.00	0.00	0.00
chr9	101992618	101992875	257	257	57.00	588.00	400.70	419.00	102980.00
chr5	40834572	40834708	136	136	111.00	4659.00	1943.41	2009.50	264304.00
chr8	104053025	104053245	220	220	0.00	319.00	178.02	220.00	39164.00
chr6	75950705	75950981	276	276	0.00	1904.00	521.57	0.00	143954.00
chr2	55148403	55148762	359	359	0.00	0.00	0.00	0.00	0.00
chr21	35287881	35288110	229	229	0.00	236.00	37.54	27.00	8596.00
chr22	48231302	48231645	343	343	0.00	0.00	0.00	0.00	0.00
chr20	34129819	34129934	115	115	13.00	92.00	55.90	71.00	6428.00
chr19	49121047	49121134	87	87	362.00	2076.00	1160.39	970.00	100954.00
chr12	125398915	125399205	290	290	0.00	772.00	82.40	19.00	23897.00
chr2	62103229	62103369	140	140	133.00	270.00	201.61	200.00	28226.00
chr17	77258008	77258121	113	113	0.00	0.00	0.00	0.00	0.00
chr11	14520383	14520556	173	173	0.00	54.00	27.66	33.00	4785.00
chr14	54955642	54955747	105	105	0.00	16.00	10.49	16.00	1101.00
chr7	157861401	157861634	233	233	0.00	0.00	0.00	0.00	0.00
chr4	39459205	39459316	111	111	5.00	3894.00	2952.25	3374.00	327700.00
chr10	88822412	88822653	241	241	0.00	318.00	154.76	178.00	37297.00
chr8	1322779	1322945	166	166	0.00	0.00	0.00	0.00	0.00
chr8	1308665	1309830	1165	1165	0.00	2.00	0.09	0.00	108.00
chr7	150488405	150488711	306	306	39.00	119.00	69.59	63.00	21294.00
chr8	42012133	42012478	345	345	0.00	72.00	26.74	30.00	9224.00
chr16	15178498	15178562	64	64	0.00	25.00	20.58	25.00	1317.00
chr8	1339367	1339730	363	363	0.00	0.00	0.00	0.00	0.00
chr18	3694076	3700673	6597	6597	0.00	11.00	0.18	0.00	1194.00
chr12	39698622	39698740	118	118	63.00	234.00	175.74	198.00	20737.00
chr3	17056199	17056544	345	345	0.00	85.00	29.92	39.00	10323.00
chr18	19358063	19358130	67	67	0.00	8.00	2.58	0.00	173.00
chr8	983340	983799	459	459	0.00	0.00	0.00	0.00	0.00
