#chrom	start	end	size	num_data	min	max	mean	median	sum
chr11	994071	994245	174	174	4.00	135.00	75.72	83.50	13176.00
chr7	71175745	71175913	168	168	152.00	280.00	227.72	225.00	38257.00
chr12	121204065	121204175	110	110	124.00	259.00	208.10	219.50	22891.00
chr7	73118679	73118753	74	74	125.00	226.00	157.38	163.00	11646.00
chr9	140972565	140972710	145	145	31.00	89.00	62.06	60.00	8999.00
chr12	121683329	121684024	695	695	0.00	118.00	29.06	0.00	20198.00
chr16	74493579	74493687	108	108	154.00	411.00	264.64	248.00	28581.00
chr2	36771518	36771641	123	123	174.00	361.00	236.67	234.00	29111.00
chr7	94187181	94187996	815	815	0.00	117.00	28.97	0.00	23614.00
chr14	94156951	94157239	288	288	0.00	0.00	0.00	0.00	0.00
chr7	121739000	121739524	524	524	0.00	16.00	3.08	0.00	1616.00
chr1	19549117	19549328	211	211	27.00	152.00	88.62	90.00	18699.00
chr19	5214571	5214747	176	176	15.00	177.00	55.79	48.00	9819.00
chr19	42557753	42557861	108	108	26.00	68.00	41.91	42.00	4526.00
chr15	102510686	102510925	239	239	0.00	30.00	20.09	25.00	4801.00
chr5	167673761	167675376	1615	1615	0.00	37.00	5.05	0.00	8156.00
chr7	44282158	44282253	95	95	108.00	212.00	182.68	188.00	17355.00
chr2	160621061	160621717	656	656	0.00	455.00	30.43	0.00	19962.00
chr5	10426501	10426634	133	133	119.00	417.00	257.03	233.00	34185.00
chr16	1814301	1814460	159	159	290.00	582.00	449.43	457.00	71459.00
chr11	21581734	21581928	194	194	0.00	53.00	19.81	4.00	3843.00
chr3	126749085	126749255	170	170	28.00	95.00	63.96	63.00	10873.00
chr11	12237765	12237866	101	101	17.00	91.00	46.90	32.00	4737.00
chr6	31750872	31750963	91	91	0.00	37.00	20.67	36.00	1881.00
chr3	53124201	53124398	197	197	13.00	54.00	45.21	41.00	8907.00
chr2	220161470	220161544	74	74	257.00	407.00	340.72	352.00	25213.00
chr2	128951046	128951785	739	739	0.00	247.00	76.19	86.00	56301.00
chr5	24535811	24535931	120	120	0.00	109.00	28.75	24.00	3450.00
chr1	44083406	44083582	176	176	119.00	369.00	257.70	267.00	45356.00
chr1	32207653	32207818	165	165	45.00	135.00	110.80	111.00	18282.00
chr12	7293754	7294000	246	246	0.00	157.00	61.78	80.00	15198.00
chr3	131442289	131442469	180	180	0.00	58.00	19.62	0.00	3532.00
chr3	49898871	49899298	427	427	0.00	84.00	23.88	1.00	10197.00
chr16	66432358	66432464	106	106	6.00	12.00	6.40	6.00	678.00
chr1	20982593	20982680	87	87	315.00	566.00	440.37	440.00	38312.00
chr16	68398653	68398809	156	156	0.00	65.00	17.67	1.00	2756.00
chr17	16676818	16678279	1461	1461	0.00	1.00	0.02	0.00	34.00
chr1	109814899	109815027	128	128	397.00	768.00	581.06	572.00	74376.00
chr1	21940478	21940582	104	104	210.00	371.00	278.17	278.00	28930.00
chr20	57468284	57468793	509	509	0.00	0.00	0.00	0.00	0.00
chr3	127358087	127358366	279	279	187.00	598.00	386.57	369.00	107854.00
chr3	126735359	126735527	168	168	0.00	108.00	21.74	13.00	3653.00
chr10	103869140	103869264	124	124	300.00	560.00	409.49	403.00	50777.00
chr20	44520554	44520666	112	112	123.00	260.00	187.21	184.00	20967.00
chr1	32203252	32203356	104	104	287.00	614.00	447.36	441.00	46525.00
chr21	40186196	40186316	120	120	38.00	91.00	74.62	78.00	8954.00
chr5	111067153	111068349	1196	1196	0.00	173.00	24.27	0.00	29023.00
chr9	128002954	128003186	232	232	476.00	788.00	641.81	627.00	148900.00
chr1	43408896	43408992	96	96	237.00	422.00	324.80	317.50	31181.00
chr3	47463931	47464026	95	95	29.00	349.00	169.64	168.00	16116.00
chr2	220161160	220161238	78	78	347.00	523.00	440.90	443.00	34390.00
chr11	62472772	62473089	317	317	1000.00	1943.00	1370.86	1272.00	434563.00
chr9	130986341	130986906	565	565	0.00	233.00	39.40	0.00	22262.00
chr14	69358769	69359000	231	231	144.00	392.00	306.08	314.00	70704.00
chr11	64416205	64416379	174	174	93.00	503.00	317.51	365.50	55246.00
chr17	8398454	8398559	105	105	87.00	202.00	152.30	146.00	15992.00
chr12	53572943	53574193	1250	1250	0.00	126.00	20.27	5.00	25337.00
chr17	17696544	17701827	5283	5283	0.00	250.00	49.32	37.00	260575.00
chr8	11705187	11705331	144	144	1036.00	1660.00	1407.42	1444.50	202669.00
chr19	54963829	54963931	102	102	140.00	326.00	219.15	218.00	22353.00
chr2	70451682	70456295	4613	4613	0.00	154.00	15.06	0.00	69461.00
chr11	118873959	118874169	210	210	0.00	18.00	8.66	4.00	1818.00
chr10	75548427	75548581	154	154	0.00	23.00	11.49	11.00	1770.00
chr6	33414351	33414563	212	212	120.00	505.00	263.78	242.00	55921.00
chr17	80042910	80043032	122	122	53.00	162.00	102.81	108.00	12543.00
chr11	11470290	11470483	193	193	2.00	153.00	76.94	79.00	14849.00
chr8	23294446	23294771	325	325	0.00	384.00	32.34	0.00	10510.00
chr1	116932060	116932663	603	603	0.00	1070.00	267.42	66.00	161255.00
chr15	83222627	83222741	114	114	70.00	169.00	111.30	108.00	12688.00
chr3	9841562	9841751	189	189	0.00	1.00	0.06	0.00	12.00
chr1	116937731	116937907	176	176	712.00	1614.00	1039.79	986.00	183003.00
chr16	87868019	87868197	178	178	134.00	328.00	237.34	247.00	42246.00
chr3	124209540	124209731	191	191	62.00	286.00	192.24	191.00	36717.00
chr7	71142195	71142291	96	96	132.00	271.00	205.68	200.00	19745.00
chr5	130497324	130497584	260	260	0.00	4.00	1.55	0.00	404.00
chr13	100199238	100199358	120	120	246.00	852.00	447.51	365.00	53701.00
chr5	139943336	139943506	170	170	0.00	143.00	72.65	72.00	12351.00
chr17	74395529	74396002	473	473	0.00	223.00	58.45	0.00	27648.00
chr14	93179149	93179216	67	67	107.00	262.00	159.70	141.00	10700.00
chr4	160277004	160277310	306	306	0.00	213.00	92.92	129.00	28435.00
chr17	40666306	40666478	172	172	439.00	961.00	667.17	675.50	114753.00
chr15	34828065	34828207	142	142	0.00	87.00	47.65	70.00	6766.00
chr14	100165802	100165876	74	74	116.00	229.00	173.61	184.00	12847.00
chr22	20128089	20128231	142	142	0.00	161.00	68.19	84.00	9683.00
chr12	3392210	3394421	2211	2211	0.00	205.00	74.40	68.00	164502.00
chr17	16687866	16690667	2801	2801	0.00	100.00	3.78	0.00	10598.00
chr6	31664724	31664810	86	86	92.00	203.00	135.06	117.00	11615.00
chr6	30627512	30627611	99	99	50.00	131.00	105.26	119.00	10421.00
chr11	18752834	18755060	2226	2226	0.00	292.00	14.26	0.00	31751.00
chr12	109332602	109332731	129	129	0.00	38.00	15.57	17.00	2009.00
chr6	90072884	90073110	226	226	0.00	210.00	93.05	79.50	21029.00
chr16	2689371	2689711	340	340	0.00	0.00	0.00	0.00	0.00
chr1	20987373	20987484	111	111	166.00	439.00	309.31	279.00	34333.00
chr14	85985300	85986667	1367	1367	0.00	2.00	0.10	0.00	136.00
chr13	32863769	32863880	111	111	5.00	19.00	11.06	14.00	1228.00
chr16	1510418	1510528	110	110	121.00	223.00	179.65	184.00	19762.00
chr19	54963269	54963444	175	175	167.00	333.00	255.55	261.00	44722.00
chr6	44224078	44224233	155	155	11.00	250.00	157.20	176.00	24366.00
chr20	3151172	3152285	1113	1113	0.00	76.00	14.86	0.00	16538.00
chr1	892273	892405	132	132	32.00	134.00	57.55	37.00	7597.00
chr16	90192167	90192724	557	557	0.00	110.00	20.67	1.00	11511.00
chr9	111663704	111663810	106	106	27.00	54.00	42.40	46.00	4494.00
chr6	44108764	44108835	71	71	39.00	99.00	59.44	60.00	4220.00
chr1	36028802	36029027	225	225	649.00	1396.00	1036.87	1035.00	233296.00
chr11	66807259	66807674	415	415	0.00	22.00	5.33	0.00	2213.00
chr1	178426817	178427679	862	862	0.00	113.00	19.96	0.00	17203.00
chr19	42482302	42482478	176	176	168.00	764.00	413.82	408.00	72832.00
chr1	44084718	44084873	155	155	92.00	462.00	233.81	175.00	36240.00
chr1	109812315	109812442	127	127	98.00	247.00	158.77	147.00	20164.00
chr3	180324268	180324391	123	123	67.00	151.00	97.89	90.00	12040.00
chr15	63933668	63933842	174	174	0.00	36.00	13.78	4.00	2397.00
chr20	44521363	44521519	156	156	211.00	360.00	281.79	280.00	43960.00
chr3	33416779	33416910	131	131	1.00	161.00	67.43	59.00	8833.00
chr1	21934624	21934843	219	219	0.00	472.00	158.63	163.00	34741.00
chr14	69799801	69799886	85	85	27.00	75.00	50.65	59.00	4305.00
chr1	116936134	116936345	211	211	0.00	1293.00	856.68	891.00	180759.00
chr14	23634493	23634645	152	152	0.00	17.00	11.30	17.00	1717.00
chr16	1402538	1402947	409	409	0.00	41.00	11.57	0.00	4731.00
chr9	20331	25000	4669	4669	0.00	107.00	9.62	0.00	44904.00
chr17	43545574	43545959	385	385	0.00	115.00	26.63	6.00	10252.00
chr13	100201418	100201476	58	58	797.00	937.00	861.02	854.00	49939.00
chr15	41865505	41865665	160	160	271.00	501.00	392.21	404.00	62754.00
chr19	19641688	19642196	508	508	0.00	26.00	7.62	0.00	3870.00
chr11	134147593	134148159	566	566	0.00	29.00	1.38	0.00	779.00
chr2	71656420	71657290	870	870	0.00	40.00	12.60	10.00	10959.00
chr7	97834775	97835016	241	241	35.00	183.00	116.95	116.00	28185.00
chr19	13363804	13363915	111	111	0.00	7.00	2.25	0.00	250.00
chr18	31328383	31329011	628	628	0.00	0.00	0.00	0.00	0.00
chr16	66431884	66432009	125	125	0.00	6.00	2.74	0.00	342.00
chr19	47935155	47935702	547	547	0.00	302.00	72.53	42.00	39674.00
chr12	50291769	50291873	104	104	717.00	1456.00	1080.87	1069.00	112410.00
chr11	1780198	1780317	119	119	3097.00	3899.00	3468.76	3476.00	412783.00
chr15	65392626	65393167	541	541	0.00	65.00	7.00	0.00	3787.00
chr2	86397871	86397967	96	96	0.00	41.00	31.02	32.00	2978.00
chr7	97866087	97866233	146	146	11.00	191.00	140.43	154.00	20503.00
chr11	60687157	60687402	245	245	97.00	499.00	276.87	269.00	67834.00
chr21	43307700	43309453	1753	1753	0.00	265.00	78.30	64.00	137255.00
chr14	24619269	24619657	388	388	3.00	147.00	55.89	48.00	21687.00
chr11	65320634	65320727	93	93	151.00	377.00	257.32	295.00	23931.00
chr16	29891184	29891385	201	201	44.00	264.00	194.09	216.00	39012.00
chr1	32207224	32207326	102	102	56.00	196.00	113.88	100.00	11616.00
chr11	72300218	72300394	176	176	0.00	234.00	63.43	0.00	11163.00
chr17	7608878	7609038	160	160	17.00	72.00	36.39	27.00	5823.00
chr19	7607646	7607814	168	168	136.00	255.00	201.87	202.00	33914.00
chr19	54966129	54966271	142	142	35.00	160.00	86.44	73.00	12275.00
chr12	57995027	57995131	104	104	28.00	124.00	73.59	51.00	7653.00
chr1	27428875	27429049	174	174	0.00	93.00	39.72	28.00	6911.00
chr2	27688277	27688385	108	108	26.00	115.00	81.51	115.00	8803.00
chr16	2691449	2692254	805	805	0.00	122.00	21.92	0.00	17646.00
chr9	131503813	131503933	120	120	85.00	406.00	260.47	234.00	31256.00
chr16	2347766	2347922	156	156	0.00	129.00	42.85	28.00	6685.00
chr17	80039884	80040036	152	152	111.00	240.00	155.39	159.00	23620.00
chr1	32204432	32204538	106	106	151.00	380.00	275.66	265.00	29220.00
chr12	9242951	9243078	127	127	345.00	660.00	459.78	441.00	58392.00
chr3	49702661	49702751	90	90	0.00	41.00	14.49	0.00	1304.00
chr19	35820359	35820837	478	478	0.00	105.00	28.79	34.50	13762.00
chr1	201456762	201457615	853	853	0.00	113.00	23.29	14.00	19869.00
chr16	2334279	2334438	159	159	49.00	184.00	133.15	134.00	21171.00
chr10	73578373	73578481	108	108	5247.00	7101.00	6214.94	6313.50	671214.00
chr16	18530550	18530756	206	206	0.00	486.00	213.88	303.00	44060.00
chr16	16369094	16369300	206	206	0.00	401.00	188.81	263.00	38895.00
chr13	113975636	113975785	149	149	0.00	2053.00	850.30	0.00	126694.00
chr11	119293822	119294227	405	405	0.00	687.00	76.81	17.00	31107.00
chr5	150505962	150506041	79	79	550.00	829.00	694.58	699.00	54872.00
chr22	44224939	44225078	139	139	93.00	277.00	212.88	227.00	29590.00
chr15	41865199	41865309	110	110	276.00	540.00	407.23	442.00	44795.00
chr17	25633807	25636298	2491	2491	0.00	823.00	162.91	135.00	405807.00
chr15	72495155	72495529	374	374	0.00	1869.00	595.81	88.00	222834.00
chr9	42540272	42542124	1852	1852	0.00	77.00	4.19	0.00	7757.00
chr11	119290760	119291704	944	944	0.00	1613.00	531.13	51.00	501386.00
chr19	5219949	5220165	216	216	35.00	267.00	135.30	135.00	29224.00
chr15	63910769	63911153	384	384	0.00	22.00	5.78	0.00	2220.00
chr17	74393879	74393969	90	90	0.00	45.00	15.74	0.00	1417.00
chr10	104129467	104129532	65	65	38.00	76.00	53.75	57.00	3494.00
chr3	142454224	142454620	396	396	0.00	0.00	0.00	0.00	0.00
chr12	121205196	121205396	200	200	122.00	382.00	248.94	221.00	49787.00
chr3	31705570	31705724	154	154	0.00	82.00	38.13	37.00	5872.00
chr6	118635190	118636593	1403	1403	0.00	193.00	28.93	7.00	40592.00
chr8	10339867	10340829	962	962	0.00	0.00	0.00	0.00	0.00
chr19	16952578	16952779	201	201	0.00	0.00	0.00	0.00	0.00
chr8	110984486	110985016	530	530	0.00	143.00	37.08	0.00	19650.00
chr9	128001219	128001610	391	391	524.00	1575.00	1092.39	1139.00	427126.00
chr11	73070878	73070997	119	119	42.00	204.00	126.03	130.00	14998.00
chr10	104130140	104130235	95	95	0.00	106.00	75.28	106.00	7152.00
chr5	95733039	95733173	134	134	0.00	1.00	0.38	0.00	51.00
chr19	59059400	59059547	147	147	138.00	608.00	394.50	415.00	57991.00
chr5	139943169	139943255	86	86	0.00	130.00	78.07	59.00	6714.00
chr17	73487771	73487981	210	210	116.00	462.00	278.44	255.00	58473.00
chr1	154315588	154315777	189	189	0.00	53.00	17.27	19.00	3264.00
chr14	95652726	95653070	344	344	0.00	74.00	33.99	30.00	11691.00
chr12	123639801	123640772	971	971	0.00	100.00	21.75	12.00	21124.00
chr22	47064870	47065171	301	301	0.00	8.00	2.56	0.00	770.00
chr5	24535220	24535388	168	168	23.00	110.00	84.74	71.00	14236.00
chr12	6806452	6806958	506	506	18.00	234.00	119.46	115.00	60449.00
chr22	29881711	29881836	125	125	44.00	196.00	134.15	120.00	16769.00
chr7	75894681	75894786	105	105	0.00	29.00	15.17	13.00	1593.00
chr12	121089007	121095893	6886	6886	0.00	155.00	9.25	0.00	63712.00
chr1	207940357	207942365	2008	2008	0.00	542.00	55.85	0.00	112142.00
chr7	154681166	154681240	74	74	284.00	599.00	482.35	515.50	35694.00
chr5	131696513	131697529	1016	1016	0.00	30.00	3.06	0.00	3104.00
chr11	1776135	1776258	123	123	2548.00	4654.00	3556.31	3493.00	437426.00
chr8	11706554	11706673	119	119	737.00	997.00	876.19	875.00	104267.00
chr11	18759426	18759511	85	85	34.00	164.00	69.42	49.00	5901.00
chr16	61689373	61689625	252	252	0.00	57.00	18.29	28.00	4608.00
chr15	51750702	51750824	122	122	68.00	136.00	117.51	129.00	14336.00
chr9	35555056	35555698	642	642	51.00	607.00	318.40	329.00	204415.00
chr2	198356200	198356621	421	421	0.00	105.00	28.47	15.00	11985.00
chr9	131001723	131001794	71	71	335.00	546.00	432.17	430.00	30684.00
chr19	5214371	5214491	120	120	178.00	315.00	250.75	262.00	30090.00
chr22	35719488	35719623	135	135	130.00	322.00	216.95	207.00	29288.00
chr12	121678738	121679829	1091	1091	0.00	50.00	5.27	0.00	5753.00
chr14	23820960	23821064	104	104	1495.00	2063.00	1811.30	1847.00	188375.00
chr1	32205710	32205779	69	69	112.00	309.00	190.72	219.00	13160.00
chr3	33420176	33420326	150	150	0.00	269.00	79.78	9.00	11967.00
chr9	114820707	114820966	259	259	0.00	12.00	5.46	2.00	1414.00
chr15	41865876	41866023	147	147	0.00	742.00	514.55	520.00	75639.00
chr19	55554308	55554637	329	329	0.00	0.00	0.00	0.00	0.00
