#chrom	start	end	size	num_data	min	max	mean	median	sum
chr9	140056623	140056766	143	143	3.00	3165.00	2205.73	2480.00	315420.00
chr6	33412147	33412394	247	247	2.00	1829.00	988.18	1179.00	244081.00
chr12	89992366	89992547	181	181	2.00	1900.00	1354.38	1512.00	245142.00
chr2	220088827	220089576	749	749	206.00	417.00	291.95	289.00	218669.00
chr14	100763073	100765222	2149	2149	12.00	299.00	50.87	46.00	109324.00
chr1	110740697	110742543	1846	1846	5.00	1663.00	916.87	894.00	1692542.00
chr1	149878201	149879758	1557	1557	2.00	1449.00	401.68	16.00	625422.00
chr3	197264139	197265259	1120	1120	0.00	42.00	8.80	8.00	9857.00
chr8	56449623	56450530	907	907	13.00	77.00	43.17	44.00	39154.00
chr9	139354208	139354326	118	118	85.00	115.00	100.03	100.00	11804.00
chr1	32204908	32205236	328	328	1616.00	2264.00	1958.91	1984.00	642521.00
chr7	75608768	75608897	129	129	147.00	230.00	181.78	180.00	23450.00
chr19	45161029	45161178	149	149	122.00	230.00	168.73	164.00	25141.00
chr19	5243911	5244493	582	582	143.00	252.00	200.85	204.00	116893.00
chr6	32119585	32119717	132	132	34.00	1581.00	718.54	745.00	94847.00
chr3	42670878	42672067	1189	1189	0.00	40.00	7.60	5.00	9037.00
chr11	45892392	45892485	93	93	458.00	592.00	510.12	505.00	47441.00
chr17	80040789	80040991	202	202	1102.00	1552.00	1336.20	1327.00	269913.00
chr2	74902875	74903036	161	161	111.00	192.00	157.10	156.00	25293.00
chr17	38335969	38337946	1977	1977	6.00	491.00	42.61	20.00	84236.00
chr16	87870103	87870253	150	150	291.00	388.00	331.74	333.00	49761.00
chr1	32205947	32206142	195	195	1252.00	2051.00	1524.38	1448.00	297254.00
chr6	44117553	44117702	149	149	2.00	573.00	359.88	473.00	53622.00
chr1	159163659	159163830	171	171	1695.00	2287.00	2024.15	2056.00	346130.00
chr3	445565	446023	458	458	1.00	17.00	7.22	6.00	3306.00
chr2	25048913	25048995	82	82	350.00	436.00	408.15	413.00	33468.00
chr10	99504485	99504672	187	187	234.00	341.00	284.62	286.00	53224.00
chr4	54364807	54365010	203	203	104.00	188.00	143.50	142.00	29131.00
chr17	1634367	1634552	185	185	50.00	83.00	65.78	66.00	12169.00
chr7	72416124	72416247	123	123	353.00	462.00	400.11	388.00	49214.00
chr1	208212169	208212329	160	160	116.00	166.00	136.96	137.00	21914.00
chr9	140952500	140952702	202	202	66.00	132.00	101.45	105.50	20492.00
chr6	44197325	44197528	203	203	44.00	106.00	71.63	74.00	14540.00
chr6	44197643	44198218	575	575	10.00	112.00	56.50	36.00	32487.00
chr11	118981972	118982084	112	112	592.00	710.00	642.46	635.00	71956.00
chr5	150503846	150503952	106	106	16.00	3672.00	2509.24	3140.50	265979.00
chr11	118981761	118981878	117	117	561.00	675.00	609.56	606.00	71318.00
chr11	126314873	126315000	127	127	231.00	370.00	303.20	297.00	38506.00
chr1	159165808	159166244	436	436	8.00	2126.00	396.02	22.00	172663.00
chr7	134893542	134893750	208	208	39.00	79.00	57.52	56.00	11965.00
chr9	121976196	121976433	237	237	319.00	808.00	554.81	612.00	131491.00
chr19	54691042	54691169	127	127	845.00	1413.00	1130.67	1119.00	143595.00
chr22	38621430	38621600	170	170	567.00	754.00	669.57	687.50	113827.00
chr13	42035681	42036205	524	524	0.00	14.00	4.62	2.00	2421.00
chr20	1915360	1915413	53	53	6.00	2140.00	1539.09	1938.00	81572.00
chr5	14496987	14497126	139	139	242.00	313.00	273.46	273.00	38011.00
chr12	56528125	56528212	87	87	66.00	126.00	99.59	104.00	8664.00
chr3	47466974	47467101	127	127	149.00	242.00	208.71	209.00	26506.00
chr17	7415476	7415663	187	187	257.00	379.00	309.01	305.00	57784.00
chr3	33588037	33589252	1215	1215	0.00	40.00	16.95	15.00	20592.00
chr7	887833	888615	782	782	9.00	151.00	49.23	32.00	38494.00
chr10	24813251	24813693	442	442	97.00	265.00	168.36	167.00	74414.00
chr1	109812045	109812213	168	168	667.00	910.00	778.29	778.50	130753.00
chr19	15276597	15276902	305	305	232.00	345.00	280.97	281.00	85695.00
chr16	2334779	2334999	220	220	444.00	600.00	526.47	531.50	115823.00
chr16	68404761	68405261	500	500	124.00	309.00	211.52	211.00	105759.00
chr4	110969111	110969871	760	760	11.00	64.00	36.89	39.00	28040.00
chr1	145693161	145693996	835	835	14.00	57.00	34.06	35.00	28440.00
chr7	44282848	44282932	84	84	1669.00	1893.00	1765.37	1762.00	148291.00
chr2	220164315	220164508	193	193	13.00	1718.00	737.11	25.00	142263.00
chr12	50472203	50472360	157	157	221.00	283.00	253.51	255.00	39801.00
chr2	220163768	220163833	65	65	1711.00	2040.00	1876.85	1880.00	121995.00
chr2	222289928	222290862	934	934	477.00	788.00	621.10	625.00	580111.00
chr12	57599133	57599268	135	135	441.00	595.00	485.21	473.00	65503.00
chr7	157475416	157475629	213	213	1237.00	1672.00	1465.32	1484.00	312113.00
chr1	32203800	32203927	127	127	1903.00	2676.00	2283.04	2281.00	289946.00
chr1	109811731	109811912	181	181	653.00	917.00	783.33	786.00	141783.00
chr9	140052830	140052975	145	145	1679.00	2440.00	2039.71	1996.00	295758.00
chr2	220161706	220161854	148	148	3096.00	3771.00	3347.78	3318.50	495471.00
chr16	29896906	29897070	164	164	686.00	1067.00	908.52	892.50	148998.00
chr16	47143393	47143622	229	229	129.00	211.00	167.86	174.00	38439.00
chr11	993753	993985	232	232	419.00	985.00	746.25	804.00	173129.00
chr9	124059698	124061137	1439	1439	0.00	30.00	13.24	12.00	19059.00
chr9	140350140	140350634	494	494	8.00	52.00	29.68	29.00	14662.00
chr11	14504577	14504697	120	120	150.00	198.00	169.83	168.00	20380.00
chr3	49898612	49898733	121	121	1801.00	2156.00	1981.18	1979.00	239723.00
chr9	131811659	131811777	118	118	143.00	237.00	188.11	181.00	22197.00
chr9	131810705	131810818	113	113	107.00	205.00	150.75	139.00	17035.00
chr1	223400935	223401080	145	145	802.00	1324.00	1090.45	1116.00	158115.00
chr12	125612185	125612820	635	635	2.00	436.00	76.07	14.00	48302.00
chr2	220088590	220088744	154	154	302.00	431.00	387.84	397.50	59728.00
chr9	70888487	70888750	263	263	0.00	3.00	0.99	1.00	260.00
chr14	69813756	69813898	142	142	431.00	680.00	523.13	516.00	74285.00
chr2	47399145	47399890	745	745	3.00	910.00	48.18	27.00	35894.00
chr11	62688689	62689041	352	352	9.00	276.00	75.25	20.50	26488.00
chr6	43745205	43745407	202	202	2.00	145.00	110.61	110.00	22343.00
chr3	11072492	11072997	505	505	0.00	893.00	169.49	19.00	85590.00
chr7	2696031	2696168	137	137	434.00	634.00	551.28	559.00	75526.00
chr16	14969196	14969279	83	83	511.00	767.00	653.67	685.00	54255.00
chr17	7377847	7378026	179	179	2.00	17.00	9.85	12.00	1763.00
chr12	65639640	65639719	79	79	132.00	220.00	169.51	164.00	13391.00
chr12	50294912	50295108	196	196	3079.00	4318.00	3475.68	3444.50	681234.00
chr19	42485653	42485788	135	135	3611.00	4730.00	4270.05	4342.00	576457.00
chr10	99509230	99509343	113	113	313.00	385.00	345.34	342.00	39023.00
chr22	38883877	38888120	4243	4243	26.00	1120.00	192.12	121.00	815171.00
chr12	49416372	49416658	286	286	194.00	331.00	272.14	273.00	77832.00
chr6	24843089	24843782	693	693	124.00	216.00	164.62	163.00	114085.00
chr5	176295561	176295665	104	104	519.00	679.00	596.65	595.50	62052.00
chr10	99510087	99510227	140	140	286.00	669.00	458.19	441.00	64146.00
chr1	159173658	159174770	1112	1112	20.00	251.00	128.79	123.00	143218.00
chr11	1780745	1780869	124	124	3208.00	4233.00	3833.30	3988.00	475329.00
chr19	42486059	42486258	199	199	2575.00	4658.00	3698.03	3752.00	735907.00
chr3	47465422	47465535	113	113	203.00	272.00	234.72	236.00	26523.00
chr1	21573713	21573856	143	143	18.00	64.00	32.41	26.00	4635.00
chr11	65320330	65320453	123	123	201.00	248.00	231.23	236.00	28441.00
chr3	47462420	47462519	99	99	262.00	402.00	345.18	366.00	34173.00
chr2	219204751	219204864	113	113	173.00	266.00	227.84	234.00	25746.00
chr1	43906123	43906257	134	134	23.00	47.00	35.70	38.00	4784.00
chr7	38785158	38785840	682	682	5.00	735.00	72.37	18.00	49353.00
chr2	153499932	153500058	126	126	163.00	220.00	194.67	193.50	24528.00
chr1	32203011	32203132	121	121	6.00	2351.00	1815.55	2113.00	219681.00
chr22	42290823	42290941	118	118	1155.00	2353.00	1957.11	2004.00	230939.00
chr19	47940718	47940818	100	100	857.00	1209.00	1027.01	1030.50	102701.00
chr4	119539150	119539274	124	124	3.00	16.00	9.52	11.00	1181.00
chr17	44117067	44117250	183	183	105.00	157.00	126.78	126.00	23200.00
chr19	42485873	42485983	110	110	3269.00	3844.00	3611.22	3617.00	397234.00
chr6	44114583	44114664	81	81	136.00	202.00	168.57	167.00	13654.00
chr19	47941105	47941292	187	187	5.00	1243.00	735.37	1067.00	137515.00
chr11	73074250	73074500	250	250	381.00	538.00	440.49	432.00	110122.00
chr3	33418764	33418825	61	61	575.00	641.00	609.75	609.00	37195.00
chr1	700258	700505	247	247	11.00	49.00	29.12	27.00	7193.00
chr9	74319510	74319719	209	209	129.00	250.00	176.79	176.00	36950.00
chr16	2336694	2336968	274	274	329.00	722.00	578.79	619.00	158589.00
chr20	3575125	3575219	94	94	184.00	250.00	220.14	224.50	20693.00
chr9	139231377	139231529	152	152	180.00	258.00	218.23	215.00	33171.00
chr5	140515951	140516498	547	547	9.00	43.00	27.88	29.00	15253.00
chr1	21938208	21938309	101	101	756.00	911.00	845.14	841.00	85359.00
chr3	155659188	155659936	748	748	35.00	188.00	92.82	87.00	69429.00
chr16	27483068	27483241	173	173	222.00	390.00	316.23	323.00	54708.00
chr11	994071	994245	174	174	242.00	496.00	414.46	443.00	72116.00
chr7	71175745	71175913	168	168	1542.00	2101.00	1854.55	1873.00	311564.00
chr12	121204065	121204175	110	110	378.00	620.00	507.51	520.50	55826.00
chr7	73118679	73118753	74	74	2313.00	2690.00	2483.66	2493.50	183791.00
chr9	140972565	140972710	145	145	120.00	159.00	139.28	139.00	20195.00
chr12	121683329	121684024	695	695	0.00	8.00	1.98	2.00	1376.00
chr16	74493579	74493687	108	108	320.00	450.00	391.29	391.00	42259.00
chr2	36771518	36771641	123	123	303.00	390.00	336.46	333.00	41384.00
chr7	94187181	94187996	815	815	0.00	69.00	26.76	23.00	21810.00
chr14	94156951	94157239	288	288	0.00	12.00	4.96	4.00	1428.00
chr7	121739000	121739524	524	524	0.00	20.00	8.60	9.00	4507.00
chr1	19549117	19549328	211	211	138.00	216.00	183.75	184.00	38771.00
chr19	5214571	5214747	176	176	234.00	617.00	406.28	384.50	71505.00
chr19	42557753	42557861	108	108	816.00	1215.00	1025.26	1023.00	110728.00
chr15	102510686	102510925	239	239	2.00	37.00	21.15	21.00	5054.00
chr5	167673761	167675376	1615	1615	88.00	324.00	159.71	153.00	257926.00
chr7	44282158	44282253	95	95	1730.00	2152.00	1895.16	1838.00	180040.00
chr2	160621061	160621717	656	656	0.00	368.00	37.55	13.00	24631.00
chr5	10426501	10426634	133	133	474.00	605.00	533.81	537.00	70997.00
chr16	1814301	1814460	159	159	968.00	1218.00	1096.72	1108.00	174378.00
chr11	21581734	21581928	194	194	338.00	509.00	402.57	391.50	78098.00
chr3	126749085	126749255	170	170	338.00	534.00	448.90	460.50	76313.00
chr11	12237765	12237866	101	101	463.00	624.00	540.85	542.00	54626.00
chr6	31750872	31750963	91	91	92.00	132.00	116.98	120.00	10645.00
chr3	53124201	53124398	197	197	3.00	39.00	17.41	14.00	3429.00
chr2	220161470	220161544	74	74	3105.00	3543.00	3335.08	3331.50	246796.00
chr2	128951046	128951785	739	739	21.00	130.00	85.79	88.00	63398.00
chr5	24535811	24535931	120	120	85.00	151.00	119.29	120.00	14315.00
chr1	44083406	44083582	176	176	462.00	599.00	532.86	530.00	93783.00
chr1	32207653	32207818	165	165	1239.00	1487.00	1353.64	1363.00	223351.00
chr12	7293754	7294000	246	246	0.00	1179.00	726.20	1071.00	178645.00
chr3	131442289	131442469	180	180	210.00	310.00	260.42	263.00	46876.00
chr3	49898871	49899298	427	427	84.00	2324.00	1079.37	1762.00	460889.00
chr16	66432358	66432464	106	106	71.00	101.00	89.07	91.00	9441.00
chr1	20982593	20982680	87	87	758.00	968.00	855.40	828.00	74420.00
chr16	68398653	68398809	156	156	225.00	322.00	274.00	273.00	42744.00
chr17	16676818	16678279	1461	1461	1.00	32.00	12.70	11.00	18559.00
chr1	109814899	109815027	128	128	1423.00	2004.00	1722.01	1735.00	220417.00
chr1	21940478	21940582	104	104	1026.00	1264.00	1169.16	1203.50	121593.00
chr20	57468284	57468793	509	509	0.00	27.00	11.44	11.00	5825.00
chr3	127358087	127358366	279	279	559.00	1586.00	1295.01	1338.00	361308.00
chr3	126735359	126735527	168	168	159.00	230.00	198.60	201.00	33365.00
chr10	103869140	103869264	124	124	816.00	1094.00	958.71	964.00	118880.00
chr20	44520554	44520666	112	112	323.00	405.00	357.79	350.50	40073.00
chr1	32203252	32203356	104	104	1892.00	2347.00	2143.27	2139.00	222900.00
chr21	40186196	40186316	120	120	391.00	535.00	460.89	449.00	55307.00
chr5	111067153	111068349	1196	1196	1.00	47.00	18.03	16.50	21566.00
chr9	128002954	128003186	232	232	594.00	764.00	686.04	684.00	159162.00
chr1	43408896	43408992	96	96	400.00	556.00	486.82	499.50	46735.00
chr3	47463931	47464026	95	95	256.00	311.00	287.07	292.00	27272.00
chr2	220161160	220161238	78	78	3195.00	3774.00	3462.06	3426.50	270041.00
chr11	62472772	62473089	317	317	3705.00	5099.00	4294.80	4278.00	1361452.00
chr9	130986341	130986906	565	565	0.00	1275.00	266.78	5.00	150731.00
chr14	69358769	69359000	231	231	276.00	558.00	432.99	455.00	100021.00
chr11	64416205	64416379	174	174	468.00	735.00	601.55	604.50	104670.00
chr17	8398454	8398559	105	105	424.00	576.00	495.25	485.00	52001.00
chr12	53572943	53574193	1250	1250	2.00	100.00	38.94	31.00	48677.00
chr17	17696544	17701827	5283	5283	34.00	572.00	171.26	131.00	904771.00
chr8	11705187	11705331	144	144	2657.00	3559.00	3191.17	3218.00	459529.00
chr19	54963829	54963931	102	102	184.00	278.00	217.70	197.50	22205.00
chr2	70451682	70456295	4613	4613	0.00	234.00	31.22	22.00	144036.00
chr11	118873959	118874169	210	210	5.00	13.00	8.81	9.00	1851.00
chr10	75548427	75548581	154	154	27.00	59.00	42.40	41.00	6530.00
chr6	33414351	33414563	212	212	1200.00	2109.00	1802.50	1841.50	382130.00
chr17	80042910	80043032	122	122	423.00	600.00	525.37	527.00	64095.00
chr11	11470290	11470483	193	193	325.00	533.00	424.39	406.00	81908.00
chr8	23294446	23294771	325	325	122.00	292.00	199.08	200.00	64701.00
chr1	116932060	116932663	603	603	2.00	2318.00	823.22	19.00	496401.00
chr15	83222627	83222741	114	114	178.00	247.00	217.11	220.00	24750.00
chr3	9841562	9841751	189	189	37.00	81.00	50.59	47.00	9561.00
chr1	116937731	116937907	176	176	2607.00	5196.00	3537.51	3458.00	622601.00
chr16	87868019	87868197	178	178	282.00	451.00	354.79	349.00	63153.00
chr3	124209540	124209731	191	191	982.00	1272.00	1122.95	1129.00	214484.00
chr7	71142195	71142291	96	96	1289.00	1572.00	1397.26	1383.50	134137.00
chr5	130497324	130497584	260	260	2.00	43.00	19.19	18.00	4990.00
chr13	100199238	100199358	120	120	763.00	941.00	877.26	879.00	105271.00
chr5	139943336	139943506	170	170	19.00	350.00	300.61	314.00	51104.00
chr17	74395529	74396002	473	473	131.00	201.00	164.45	166.00	77787.00
chr14	93179149	93179216	67	67	328.00	395.00	369.39	370.00	24749.00
chr4	160277004	160277310	306	306	60.00	973.00	543.80	586.50	166403.00
chr17	40666306	40666478	172	172	2044.00	2950.00	2519.04	2458.00	433275.00
chr15	34828065	34828207	142	142	6.00	193.00	152.44	169.00	21646.00
chr14	100165802	100165876	74	74	1497.00	1763.00	1615.70	1641.50	119562.00
chr22	20128089	20128231	142	142	6.00	349.00	194.63	276.00	27638.00
chr12	3392210	3394421	2211	2211	7.00	194.00	88.88	83.00	196513.00
chr17	16687866	16690667	2801	2801	0.00	50.00	6.10	3.00	17096.00
chr6	31664724	31664810	86	86	286.00	384.00	344.79	353.50	29652.00
chr6	30627512	30627611	99	99	78.00	104.00	95.58	96.00	9462.00
chr11	18752834	18755060	2226	2226	1.00	1470.00	137.07	29.00	305114.00
chr12	109332602	109332731	129	129	504.00	738.00	631.65	659.00	81483.00
chr6	90072884	90073110	226	226	30.00	65.00	47.58	50.00	10753.00
chr16	2689371	2689711	340	340	31.00	73.00	49.08	48.00	16687.00
chr1	20987373	20987484	111	111	652.00	891.00	772.70	770.00	85770.00
chr14	85985300	85986667	1367	1367	0.00	26.00	11.73	11.00	16038.00
chr13	32863769	32863880	111	111	285.00	390.00	343.89	343.00	38172.00
chr16	1510418	1510528	110	110	160.00	219.00	191.37	196.00	21051.00
chr19	54963269	54963444	175	175	222.00	319.00	261.06	254.00	45686.00
chr6	44224078	44224233	155	155	102.00	211.00	147.15	151.00	22808.00
chr20	3151172	3152285	1113	1113	2.00	27.00	10.19	7.00	11342.00
chr1	892273	892405	132	132	247.00	389.00	295.00	284.00	38940.00
chr16	90192167	90192724	557	557	0.00	20.00	8.22	10.00	4576.00
chr9	111663704	111663810	106	106	112.00	166.00	145.22	150.00	15393.00
chr6	44108764	44108835	71	71	192.00	236.00	210.31	208.00	14932.00
chr1	36028802	36029027	225	225	8640.00	13194.00	10287.37	9782.00	2314659.00
chr11	66807259	66807674	415	415	5.00	301.00	216.32	232.00	89771.00
chr1	178426817	178427679	862	862	16.00	112.00	62.42	67.00	53804.00
chr19	42482302	42482478	176	176	4143.00	5672.00	4660.59	4627.00	820264.00
chr1	44084718	44084873	155	155	399.00	555.00	464.47	463.00	71993.00
chr1	109812315	109812442	127	127	774.00	989.00	886.06	897.00	112529.00
chr3	180324268	180324391	123	123	124.00	166.00	141.32	140.00	17382.00
chr15	63933668	63933842	174	174	118.00	183.00	150.01	149.50	26101.00
chr20	44521363	44521519	156	156	466.00	711.00	579.79	572.00	90447.00
chr3	33416779	33416910	131	131	343.00	641.00	454.90	432.00	59592.00
chr1	21934624	21934843	219	219	1.00	1724.00	755.91	1011.00	165545.00
chr14	69799801	69799886	85	85	213.00	310.00	249.89	247.00	21241.00
chr1	116936134	116936345	211	211	4.00	3347.00	2802.01	3064.00	591225.00
chr14	23634493	23634645	152	152	45.00	65.00	55.25	55.00	8398.00
chr16	1402538	1402947	409	409	0.00	23.00	2.65	0.00	1085.00
chr9	20331	25000	4669	4669	0.00	193.00	13.68	8.00	63863.00
chr17	43545574	43545959	385	385	25.00	93.00	55.97	59.00	21548.00
chr13	100201418	100201476	58	58	826.00	947.00	882.50	880.00	51185.00
chr15	41865505	41865665	160	160	633.00	1081.00	814.68	777.00	130349.00
chr19	19641688	19642196	508	508	9.00	24.00	17.69	18.00	8989.00
chr11	134147593	134148159	566	566	19.00	63.00	40.65	40.00	23006.00
chr2	71656420	71657290	870	870	4.00	49.00	26.81	27.00	23321.00
chr7	97834775	97835016	241	241	265.00	482.00	391.05	407.00	94243.00
chr19	13363804	13363915	111	111	106.00	130.00	114.27	113.00	12684.00
chr18	31328383	31329011	628	628	7.00	43.00	22.56	23.00	14167.00
chr16	66431884	66432009	125	125	29.00	79.00	52.22	58.00	6528.00
chr19	47935155	47935702	547	547	12.00	2085.00	906.07	1016.00	495623.00
chr12	50291769	50291873	104	104	2362.00	3108.00	2689.78	2675.00	279737.00
chr11	1780198	1780317	119	119	3483.00	4580.00	3855.04	3764.00	458750.00
chr15	65392626	65393167	541	541	0.00	17.00	9.29	9.00	5028.00
chr2	86397871	86397967	96	96	185.00	254.00	213.21	208.00	20468.00
chr7	97866087	97866233	146	146	231.00	304.00	265.42	262.00	38751.00
chr11	60687157	60687402	245	245	153.00	322.00	244.53	252.00	59910.00
chr21	43307700	43309453	1753	1753	19.00	109.00	57.94	57.00	101575.00
chr14	24619269	24619657	388	388	65.00	146.00	102.79	102.00	39882.00
chr11	65320634	65320727	93	93	165.00	212.00	187.53	191.00	17440.00
chr16	29891184	29891385	201	201	962.00	1392.00	1182.47	1226.00	237676.00
chr1	32207224	32207326	102	102	1431.00	2010.00	1634.46	1630.00	166715.00
chr11	72300218	72300394	176	176	0.00	1487.00	474.88	1.00	83579.00
chr17	7608878	7609038	160	160	170.00	354.00	257.65	262.50	41224.00
chr19	7607646	7607814	168	168	370.00	521.00	431.61	423.50	72511.00
chr19	54966129	54966271	142	142	125.00	209.00	175.21	184.50	24880.00
chr12	57995027	57995131	104	104	373.00	487.00	449.87	454.50	46786.00
chr1	27428875	27429049	174	174	135.00	197.00	165.40	167.00	28779.00
chr2	27688277	27688385	108	108	59.00	89.00	79.16	81.00	8549.00
chr16	2691449	2692254	805	805	13.00	107.00	45.09	45.00	36296.00
chr9	131503813	131503933	120	120	719.00	1048.00	906.55	907.50	108786.00
chr16	2347766	2347922	156	156	301.00	378.00	336.79	337.00	52539.00
chr17	80039884	80040036	152	152	866.00	1165.00	999.55	986.00	151932.00
chr1	32204432	32204538	106	106	1818.00	2747.00	2252.65	2277.00	238781.00
chr12	9242951	9243078	127	127	442.00	564.00	502.81	499.00	63857.00
chr3	49702661	49702751	90	90	451.00	636.00	570.59	580.00	51353.00
chr19	35820359	35820837	478	478	4.00	33.00	20.63	20.00	9863.00
chr1	201456762	201457615	853	853	8.00	46.00	25.11	27.00	21416.00
chr16	2334279	2334438	159	159	431.00	734.00	577.74	566.00	91861.00
chr10	73578373	73578481	108	108	10973.00	13904.00	12254.95	11972.50	1323535.00
chr16	18530550	18530756	206	206	10.00	852.00	464.12	676.00	95608.00
chr16	16369094	16369300	206	206	10.00	815.00	448.72	655.50	92437.00
chr13	113975636	113975785	149	149	24.00	1797.00	769.00	45.00	114581.00
chr11	119293822	119294227	405	405	12.00	9059.00	888.28	133.00	359753.00
chr5	150505962	150506041	79	79	1993.00	2813.00	2308.16	2206.00	182345.00
chr22	44224939	44225078	139	139	2267.00	3088.00	2701.44	2771.00	375500.00
chr15	41865199	41865309	110	110	790.00	1048.00	921.93	906.50	101412.00
chr17	25633807	25636298	2491	2491	14.00	645.00	182.91	137.00	455623.00
chr15	72495155	72495529	374	374	3.00	9078.00	3325.47	28.00	1243725.00
chr9	42540272	42542124	1852	1852	0.00	56.00	18.61	17.00	34472.00
chr11	119290760	119291704	944	944	3.00	13694.00	4651.58	31.00	4391096.00
chr19	5219949	5220165	216	216	266.00	541.00	380.06	350.00	82093.00
chr15	63910769	63911153	384	384	0.00	8.00	2.21	1.00	849.00
chr17	74393879	74393969	90	90	144.00	226.00	175.20	159.00	15768.00
chr10	104129467	104129532	65	65	110.00	155.00	132.77	135.00	8630.00
chr3	142454224	142454620	396	396	2.00	16.00	7.99	7.00	3163.00
chr12	121205196	121205396	200	200	378.00	642.00	488.94	467.00	97789.00
chr3	31705570	31705724	154	154	82.00	149.00	115.69	119.50	17816.00
chr6	118635190	118636593	1403	1403	53.00	238.00	137.75	133.00	193262.00
chr8	10339867	10340829	962	962	1.00	25.00	12.07	12.00	11610.00
chr19	16952578	16952779	201	201	253.00	424.00	341.02	352.00	68546.00
chr8	110984486	110985016	530	530	66.00	201.00	118.52	112.00	62816.00
chr9	128001219	128001610	391	391	815.00	1419.00	1181.56	1217.00	461991.00
chr11	73070878	73070997	119	119	228.00	299.00	266.80	267.00	31749.00
chr10	104130140	104130235	95	95	84.00	113.00	100.40	102.00	9538.00
chr5	95733039	95733173	134	134	67.00	117.00	89.81	84.50	12035.00
chr19	59059400	59059547	147	147	585.00	712.00	638.39	631.00	93843.00
chr5	139943169	139943255	86	86	1.00	295.00	233.78	258.50	20105.00
chr17	73487771	73487981	210	210	149.00	337.00	260.59	278.50	54723.00
chr1	154315588	154315777	189	189	77.00	113.00	90.33	89.00	17073.00
chr14	95652726	95653070	344	344	10.00	51.00	27.98	29.00	9626.00
chr12	123639801	123640772	971	971	13.00	78.00	36.75	38.00	35684.00
chr22	47064870	47065171	301	301	0.00	6.00	2.97	2.00	893.00
chr5	24535220	24535388	168	168	57.00	138.00	103.12	104.00	17325.00
chr12	6806452	6806958	506	506	630.00	1769.00	1225.25	1261.50	619978.00
chr22	29881711	29881836	125	125	322.00	476.00	399.66	420.00	49958.00
chr7	75894681	75894786	105	105	161.00	219.00	192.69	193.00	20232.00
chr12	121089007	121095893	6886	6886	0.00	198.00	21.54	17.00	148298.00
chr1	207940357	207942365	2008	2008	4.00	660.00	74.38	31.00	149365.00
chr7	154681166	154681240	74	74	1761.00	2124.00	1946.84	1953.00	144066.00
chr5	131696513	131697529	1016	1016	0.00	21.00	6.86	6.00	6965.00
chr11	1776135	1776258	123	123	2872.00	4494.00	3665.34	3621.00	450837.00
chr8	11706554	11706673	119	119	2267.00	2765.00	2527.90	2553.00	300820.00
chr11	18759426	18759511	85	85	835.00	1053.00	928.33	914.00	78908.00
chr16	61689373	61689625	252	252	209.00	321.00	265.25	263.00	66842.00
chr15	51750702	51750824	122	122	351.00	417.00	389.32	389.50	47497.00
chr9	35555056	35555698	642	642	588.00	1017.00	821.37	836.50	527320.00
chr2	198356200	198356621	421	421	3.00	15.00	8.96	9.00	3772.00
chr9	131001723	131001794	71	71	4924.00	5881.00	5514.28	5579.00	391514.00
chr19	5214371	5214491	120	120	524.00	821.00	715.93	748.50	85912.00
