#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	32203011	32203132	121	121	9.00	1889.00	1437.69	1655.00	173961.00
chr22	42290823	42290941	118	118	625.00	1507.00	1208.70	1245.00	142627.00
chr19	47940718	47940818	100	100	469.00	665.00	527.44	521.00	52744.00
chr4	119539150	119539274	124	124	0.00	0.00	0.00	0.00	0.00
chr17	44117067	44117250	183	183	44.00	130.00	88.97	87.00	16282.00
chr19	42485873	42485983	110	110	1056.00	1573.00	1304.12	1335.00	143453.00
chr6	44114583	44114664	81	81	127.00	205.00	167.63	161.00	13578.00
chr19	47941105	47941292	187	187	0.00	694.00	393.58	535.00	73600.00
chr11	73074250	73074500	250	250	182.00	377.00	264.74	253.50	66185.00
chr3	33418764	33418825	61	61	444.00	559.00	504.82	503.00	30794.00
chr1	700258	700505	247	247	0.00	58.00	33.13	37.00	8183.00
chr9	74319510	74319719	209	209	43.00	77.00	59.27	60.00	12387.00
chr16	2336694	2336968	274	274	136.00	551.00	356.43	373.00	97661.00
chr20	3575125	3575219	94	94	72.00	115.00	87.66	84.00	8240.00
chr9	139231377	139231529	152	152	115.00	221.00	166.66	166.00	25332.00
chr5	140515951	140516498	547	547	0.00	69.00	19.20	0.00	10501.00
chr1	21938208	21938309	101	101	545.00	694.00	625.92	630.00	63218.00
chr3	155659188	155659936	748	748	20.00	205.00	88.81	82.00	66433.00
chr16	27483068	27483241	173	173	71.00	368.00	189.50	174.00	32784.00
chr11	994071	994245	174	174	210.00	465.00	335.53	352.50	58383.00
chr7	71175745	71175913	168	168	1010.00	1475.00	1265.56	1278.50	212614.00
chr12	121204065	121204175	110	110	244.00	467.00	376.75	406.00	41442.00
chr7	73118679	73118753	74	74	1716.00	1997.00	1872.54	1880.00	138568.00
chr9	140972565	140972710	145	145	97.00	236.00	180.10	184.00	26114.00
chr12	121683329	121684024	695	695	0.00	2.00	0.43	0.00	300.00
chr16	74493579	74493687	108	108	163.00	252.00	218.72	222.50	23622.00
chr2	36771518	36771641	123	123	125.00	241.00	194.98	193.00	23982.00
chr7	94187181	94187996	815	815	0.00	91.00	31.56	29.00	25725.00
chr14	94156951	94157239	288	288	0.00	0.00	0.00	0.00	0.00
chr7	121739000	121739524	524	524	0.00	11.00	2.24	0.00	1175.00
chr1	19549117	19549328	211	211	145.00	327.00	217.07	188.00	45802.00
chr19	5214571	5214747	176	176	192.00	401.00	305.73	304.00	53808.00
chr19	42557753	42557861	108	108	428.00	536.00	485.94	486.00	52481.00
chr15	102510686	102510925	239	239	0.00	32.00	12.68	14.00	3030.00
chr5	167673761	167675376	1615	1615	14.00	203.00	88.27	86.00	142558.00
chr7	44282158	44282253	95	95	944.00	1415.00	1151.06	1085.00	109351.00
chr2	160621061	160621717	656	656	0.00	292.00	31.63	11.00	20748.00
chr5	10426501	10426634	133	133	244.00	524.00	407.40	410.00	54184.00
chr16	1814301	1814460	159	159	683.00	858.00	763.22	763.00	121352.00
chr11	21581734	21581928	194	194	157.00	413.00	288.22	294.00	55915.00
chr3	126749085	126749255	170	170	209.00	378.00	291.65	285.00	49580.00
chr11	12237765	12237866	101	101	312.00	428.00	359.56	357.00	36316.00
chr6	31750872	31750963	91	91	75.00	136.00	104.56	97.00	9515.00
chr3	53124201	53124398	197	197	0.00	14.00	9.84	12.00	1939.00
chr2	220161470	220161544	74	74	2071.00	2468.00	2274.61	2266.00	168321.00
chr2	128951046	128951785	739	739	5.00	187.00	74.00	72.00	54687.00
chr5	24535811	24535931	120	120	33.00	141.00	68.25	57.00	8190.00
chr1	44083406	44083582	176	176	384.00	553.00	480.28	492.50	84529.00
chr1	32207653	32207818	165	165	388.00	688.00	522.22	511.00	86167.00
chr12	7293754	7294000	246	246	12.00	757.00	419.39	523.50	103171.00
chr3	131442289	131442469	180	180	71.00	181.00	124.94	128.00	22489.00
chr3	49898871	49899298	427	427	7.00	1463.00	512.44	634.00	218811.00
chr16	66432358	66432464	106	106	16.00	71.00	53.20	59.00	5639.00
chr1	20982593	20982680	87	87	425.00	764.00	584.90	594.00	50886.00
chr16	68398653	68398809	156	156	63.00	127.00	92.09	91.00	14366.00
chr17	16676818	16678279	1461	1461	0.00	114.00	26.21	13.00	38290.00
chr1	109814899	109815027	128	128	620.00	896.00	768.30	766.50	98342.00
chr1	21940478	21940582	104	104	809.00	1257.00	1090.29	1153.00	113390.00
chr20	57468284	57468793	509	509	0.00	22.00	3.91	0.00	1991.00
chr3	127358087	127358366	279	279	251.00	701.00	495.36	469.00	138205.00
chr3	126735359	126735527	168	168	54.00	114.00	91.03	95.00	15293.00
chr10	103869140	103869264	124	124	482.00	735.00	603.45	608.00	74828.00
chr20	44520554	44520666	112	112	266.00	534.00	414.08	381.00	46377.00
chr1	32203252	32203356	104	104	1263.00	1865.00	1594.95	1634.00	165875.00
chr21	40186196	40186316	120	120	147.00	318.00	224.16	218.00	26899.00
chr5	111067153	111068349	1196	1196	0.00	224.00	31.43	9.00	37591.00
chr9	128002954	128003186	232	232	403.00	618.00	479.65	477.00	111278.00
chr1	43408896	43408992	96	96	194.00	349.00	241.12	230.00	23148.00
chr3	47463931	47464026	95	95	125.00	316.00	230.75	239.00	21921.00
chr2	220161160	220161238	78	78	2209.00	2721.00	2548.51	2575.00	198784.00
chr11	62472772	62473089	317	317	2014.00	3144.00	2598.54	2612.00	823738.00
chr9	130986341	130986906	565	565	0.00	753.00	151.82	12.00	85779.00
chr14	69358769	69359000	231	231	238.00	439.00	335.77	337.00	77562.00
chr11	64416205	64416379	174	174	275.00	415.00	342.52	339.50	59598.00
chr17	8398454	8398559	105	105	242.00	397.00	318.22	326.00	33413.00
chr12	53572943	53574193	1250	1250	0.00	77.00	12.86	0.00	16071.00
chr17	17696544	17701827	5283	5283	4.00	321.00	100.46	83.00	530706.00
chr8	11705187	11705331	144	144	2098.00	2850.00	2560.78	2598.00	368752.00
chr19	54963829	54963931	102	102	67.00	268.00	153.21	146.00	15627.00
chr2	70451682	70456295	4613	4613	0.00	195.00	25.55	17.00	117868.00
chr11	118873959	118874169	210	210	0.00	9.00	4.33	0.00	909.00
chr10	75548427	75548581	154	154	6.00	27.00	17.19	17.00	2647.00
chr6	33414351	33414563	212	212	368.00	880.00	701.80	694.50	148781.00
chr17	80042910	80043032	122	122	110.00	378.00	208.02	205.50	25378.00
chr11	11470290	11470483	193	193	73.00	297.00	175.58	159.00	33887.00
chr8	23294446	23294771	325	325	49.00	270.00	147.55	132.00	47953.00
chr1	116932060	116932663	603	603	0.00	1895.00	662.62	38.00	399557.00
chr15	83222627	83222741	114	114	60.00	130.00	92.88	99.00	10588.00
chr3	9841562	9841751	189	189	1.00	59.00	22.35	20.00	4224.00
chr1	116937731	116937907	176	176	1819.00	3614.00	2370.61	2191.50	417228.00
chr16	87868019	87868197	178	178	214.00	503.00	326.17	287.00	58059.00
chr3	124209540	124209731	191	191	391.00	934.00	672.69	667.00	128483.00
chr7	71142195	71142291	96	96	665.00	1026.00	851.83	823.50	81776.00
chr5	130497324	130497584	260	260	1.00	117.00	43.98	18.00	11434.00
chr13	100199238	100199358	120	120	777.00	1098.00	912.02	916.50	109443.00
chr5	139943336	139943506	170	170	20.00	431.00	305.42	309.50	51921.00
chr17	74395529	74396002	473	473	42.00	144.00	90.49	96.00	42802.00
chr14	93179149	93179216	67	67	153.00	270.00	234.97	240.00	15743.00
chr4	160277004	160277310	306	306	31.00	603.00	351.09	390.00	107435.00
chr17	40666306	40666478	172	172	1206.00	1819.00	1553.93	1573.50	267276.00
chr15	34828065	34828207	142	142	0.00	117.00	47.93	35.00	6806.00
chr14	100165802	100165876	74	74	871.00	1094.00	967.74	968.00	71613.00
chr22	20128089	20128231	142	142	9.00	161.00	78.87	101.00	11199.00
chr12	3392210	3394421	2211	2211	0.00	130.00	62.74	65.00	138720.00
chr17	16687866	16690667	2801	2801	0.00	56.00	3.90	0.00	10923.00
chr6	31664724	31664810	86	86	159.00	272.00	230.90	245.50	19857.00
chr6	30627512	30627611	99	99	13.00	59.00	42.26	51.00	4184.00
chr11	18752834	18755060	2226	2226	0.00	1355.00	116.99	3.00	260410.00
chr12	109332602	109332731	129	129	319.00	476.00	391.95	390.00	50561.00
chr6	90072884	90073110	226	226	19.00	134.00	67.32	55.00	15215.00
chr16	2689371	2689711	340	340	6.00	102.00	43.49	37.00	14788.00
chr1	20987373	20987484	111	111	427.00	824.00	699.19	740.00	77610.00
chr14	85985300	85986667	1367	1367	0.00	35.00	7.56	2.00	10340.00
chr13	32863769	32863880	111	111	165.00	395.00	303.44	339.00	33682.00
chr16	1510418	1510528	110	110	69.00	122.00	88.29	91.00	9712.00
chr19	54963269	54963444	175	175	73.00	263.00	181.62	197.00	31783.00
chr6	44224078	44224233	155	155	60.00	144.00	106.91	111.00	16571.00
chr20	3151172	3152285	1113	1113	0.00	19.00	2.37	1.00	2638.00
chr1	892273	892405	132	132	111.00	292.00	175.46	173.00	23161.00
chr16	90192167	90192724	557	557	0.00	31.00	6.74	1.00	3756.00
chr9	111663704	111663810	106	106	34.00	117.00	59.90	62.00	6349.00
chr6	44108764	44108835	71	71	97.00	164.00	130.44	129.00	9261.00
chr1	36028802	36029027	225	225	4018.00	6641.00	5017.84	4820.00	1129013.00
chr11	66807259	66807674	415	415	0.00	217.00	114.97	112.00	47713.00
chr1	178426817	178427679	862	862	0.00	100.00	31.36	32.00	27031.00
chr19	42482302	42482478	176	176	2431.00	3462.00	2951.96	2945.50	519545.00
chr1	44084718	44084873	155	155	244.00	438.00	336.07	313.00	52091.00
chr1	109812315	109812442	127	127	357.00	474.00	407.80	408.00	51791.00
chr3	180324268	180324391	123	123	29.00	220.00	103.87	70.00	12776.00
chr15	63933668	63933842	174	174	65.00	178.00	123.97	130.50	21571.00
chr20	44521363	44521519	156	156	343.00	608.00	489.69	487.00	76392.00
chr3	33416779	33416910	131	131	281.00	469.00	379.63	394.00	49732.00
chr1	21934624	21934843	219	219	0.00	959.00	523.01	774.00	114540.00
chr14	69799801	69799886	85	85	24.00	87.00	43.26	33.00	3677.00
chr1	116936134	116936345	211	211	0.00	2525.00	2049.15	2233.00	432371.00
chr14	23634493	23634645	152	152	52.00	122.00	91.72	98.00	13941.00
chr16	1402538	1402947	409	409	0.00	0.00	0.00	0.00	0.00
chr9	20331	25000	4669	4669	0.00	233.00	10.59	0.00	49447.00
chr17	43545574	43545959	385	385	1.00	34.00	21.33	22.00	8213.00
chr13	100201418	100201476	58	58	775.00	1202.00	969.71	953.00	56243.00
chr15	41865505	41865665	160	160	422.00	1025.00	664.71	695.00	106353.00
chr19	19641688	19642196	508	508	0.00	15.00	2.68	0.00	1363.00
chr11	134147593	134148159	566	566	3.00	117.00	29.82	20.00	16876.00
chr2	71656420	71657290	870	870	0.00	51.00	9.97	6.00	8677.00
chr7	97834775	97835016	241	241	72.00	316.00	221.97	246.00	53494.00
chr19	13363804	13363915	111	111	71.00	118.00	92.42	93.00	10259.00
chr18	31328383	31329011	628	628	0.00	63.00	14.67	3.00	9212.00
chr16	66431884	66432009	125	125	0.00	56.00	18.42	21.00	2302.00
chr19	47935155	47935702	547	547	0.00	1176.00	506.22	507.00	276905.00
chr12	50291769	50291873	104	104	1173.00	1600.00	1353.21	1348.00	140734.00
chr11	1780198	1780317	119	119	3635.00	5099.00	4198.68	4187.00	499643.00
chr15	65392626	65393167	541	541	0.00	2.00	0.56	0.00	303.00
chr2	86397871	86397967	96	96	155.00	363.00	291.31	311.50	27966.00
chr7	97866087	97866233	146	146	36.00	194.00	86.05	81.00	12563.00
chr11	60687157	60687402	245	245	143.00	264.00	201.44	206.00	49354.00
chr21	43307700	43309453	1753	1753	0.00	118.00	48.60	48.00	85203.00
chr14	24619269	24619657	388	388	6.00	212.00	65.81	56.00	25536.00
chr11	65320634	65320727	93	93	48.00	102.00	75.18	69.00	6992.00
chr16	29891184	29891385	201	201	866.00	1399.00	1146.09	1156.00	230365.00
chr1	32207224	32207326	102	102	778.00	995.00	885.46	877.50	90317.00
chr11	72300218	72300394	176	176	0.00	1198.00	348.38	0.00	61314.00
chr17	7608878	7609038	160	160	68.00	251.00	129.84	117.00	20774.00
chr19	7607646	7607814	168	168	202.00	363.00	272.44	273.00	45770.00
chr19	54966129	54966271	142	142	94.00	195.00	130.94	125.50	18594.00
chr12	57995027	57995131	104	104	187.00	313.00	243.67	236.00	25342.00
chr1	27428875	27429049	174	174	50.00	248.00	135.92	127.00	23650.00
chr2	27688277	27688385	108	108	0.00	7.00	5.64	7.00	609.00
chr16	2691449	2692254	805	805	0.00	58.00	25.89	27.00	20839.00
chr9	131503813	131503933	120	120	488.00	1038.00	769.53	795.00	92344.00
chr16	2347766	2347922	156	156	184.00	275.00	230.01	232.00	35881.00
chr17	80039884	80040036	152	152	493.00	713.00	580.52	581.50	88239.00
chr1	32204432	32204538	106	106	1042.00	1598.00	1341.47	1358.00	142196.00
chr12	9242951	9243078	127	127	100.00	246.00	195.27	196.00	24799.00
chr3	49702661	49702751	90	90	225.00	416.00	341.98	389.00	30778.00
chr19	35820359	35820837	478	478	0.00	0.00	0.00	0.00	0.00
chr1	201456762	201457615	853	853	0.00	40.00	14.80	18.00	12627.00
chr16	2334279	2334438	159	159	244.00	419.00	317.84	311.00	50536.00
chr10	73578373	73578481	108	108	8347.00	9866.00	8937.86	8934.50	965289.00
chr16	18530550	18530756	206	206	0.00	554.00	256.07	363.50	52750.00
chr16	16369094	16369300	206	206	0.00	522.00	239.24	325.00	49284.00
chr13	113975636	113975785	149	149	19.00	963.00	400.81	19.00	59720.00
chr11	119293822	119294227	405	405	0.00	4992.00	486.99	89.00	197232.00
chr5	150505962	150506041	79	79	1721.00	2558.00	2003.70	1957.00	158292.00
chr22	44224939	44225078	139	139	1372.00	1923.00	1688.27	1709.00	234669.00
chr15	41865199	41865309	110	110	504.00	656.00	592.34	602.00	65157.00
chr17	25633807	25636298	2491	2491	0.00	698.00	141.91	123.00	353486.00
chr15	72495155	72495529	374	374	0.00	6352.00	2302.82	30.00	861256.00
chr9	42540272	42542124	1852	1852	0.00	104.00	13.89	3.00	25727.00
chr11	119290760	119291704	944	944	0.00	7570.00	2666.03	40.00	2516733.00
chr19	5219949	5220165	216	216	266.00	445.00	361.58	365.00	78101.00
chr15	63910769	63911153	384	384	0.00	0.00	0.00	0.00	0.00
chr17	74393879	74393969	90	90	99.00	163.00	119.91	110.00	10792.00
chr10	104129467	104129532	65	65	92.00	159.00	128.26	127.00	8337.00
chr3	142454224	142454620	396	396	0.00	44.00	11.95	0.00	4733.00
chr12	121205196	121205396	200	200	131.00	453.00	259.28	243.00	51856.00
chr3	31705570	31705724	154	154	54.00	87.00	67.68	66.00	10422.00
chr6	118635190	118636593	1403	1403	19.00	437.00	114.72	86.00	160948.00
chr8	10339867	10340829	962	962	0.00	44.00	4.96	0.00	4770.00
chr19	16952578	16952779	201	201	167.00	337.00	257.75	277.00	51808.00
chr8	110984486	110985016	530	530	41.00	158.00	104.78	105.00	55534.00
chr9	128001219	128001610	391	391	546.00	1324.00	915.50	881.00	357962.00
chr11	73070878	73070997	119	119	71.00	111.00	91.87	93.00	10933.00
chr10	104130140	104130235	95	95	65.00	121.00	87.69	83.00	8331.00
chr5	95733039	95733173	134	134	69.00	133.00	98.09	93.00	13144.00
chr19	59059400	59059547	147	147	234.00	410.00	318.52	319.00	46822.00
chr5	139943169	139943255	86	86	56.00	314.00	226.47	245.00	19476.00
chr17	73487771	73487981	210	210	127.00	228.00	176.69	183.00	37104.00
chr1	154315588	154315777	189	189	26.00	80.00	44.71	44.00	8451.00
chr14	95652726	95653070	344	344	0.00	22.00	1.78	0.00	614.00
chr12	123639801	123640772	971	971	0.00	58.00	14.75	9.00	14318.00
chr22	47064870	47065171	301	301	0.00	0.00	0.00	0.00	0.00
chr5	24535220	24535388	168	168	35.00	164.00	92.02	81.50	15460.00
chr12	6806452	6806958	506	506	276.00	1140.00	759.76	837.50	384437.00
chr22	29881711	29881836	125	125	100.00	357.00	252.15	299.00	31519.00
chr7	75894681	75894786	105	105	108.00	179.00	155.10	155.00	16286.00
chr12	121089007	121095893	6886	6886	0.00	203.00	22.25	12.00	153241.00
chr1	207940357	207942365	2008	2008	0.00	514.00	51.06	15.00	102536.00
chr7	154681166	154681240	74	74	779.00	1022.00	922.30	922.00	68250.00
chr5	131696513	131697529	1016	1016	0.00	22.00	4.07	0.00	4138.00
chr11	1776135	1776258	123	123	2864.00	5300.00	4075.02	4028.00	501228.00
chr8	11706554	11706673	119	119	1344.00	1751.00	1571.87	1571.00	187053.00
chr11	18759426	18759511	85	85	606.00	746.00	678.47	671.00	57670.00
chr16	61689373	61689625	252	252	52.00	199.00	111.60	116.00	28124.00
chr15	51750702	51750824	122	122	130.00	434.00	256.89	216.00	31340.00
chr9	35555056	35555698	642	642	345.00	863.00	540.08	514.00	346729.00
chr2	198356200	198356621	421	421	0.00	0.00	0.00	0.00	0.00
chr9	131001723	131001794	71	71	2993.00	4099.00	3658.42	3742.00	259748.00
chr19	5214371	5214491	120	120	215.00	380.00	301.72	302.00	36206.00
chr22	35719488	35719623	135	135	317.00	451.00	387.27	387.00	52281.00
chr12	121678738	121679829	1091	1091	0.00	37.00	7.18	1.00	7836.00
chr14	23820960	23821064	104	104	2793.00	3552.00	3234.58	3331.00	336396.00
