#chrom	start	end	size	num_data	min	max	mean	median	sum
chr2	220113512	220113621	109	109	14.00	53.00	44.40	53.00	4840.00
chr2	217363965	217364121	156	156	38.00	47017.00	29047.48	34552.00	4531407.00
chr17	4701574	4701786	212	212	16.00	1826.00	1111.66	1240.00	235672.00
chr17	44668087	44668153	66	66	0.00	13.00	0.39	0.00	26.00
chr4	166248829	166248916	87	87	0.00	130.00	22.85	21.00	1988.00
chr14	50052369	50052767	398	398	0.00	22993.00	5033.74	47.00	2003427.00
chr17	8285460	8285633	173	173	16265.00	31375.00	22113.76	20309.00	3825680.00
chr9	33256798	33256906	108	108	1255.00	1830.00	1566.47	1606.00	169179.00
chr11	17096643	17096744	101	101	4874.00	6887.00	6070.90	6168.00	613161.00
chr3	179332758	179332847	89	89	403.00	693.00	523.66	507.00	46606.00
chr6	40459174	40459904	730	730	0.00	0.00	0.00	0.00	0.00
chr16	910657	910966	309	309	0.00	6.00	0.08	0.00	24.00
chr4	39456483	39456564	81	81	5996.00	16669.00	11074.53	10823.00	897037.00
chr5	1815964	1816162	198	198	55.00	2590.00	1599.24	1898.00	316649.00
chr1	40506387	40506473	86	86	11.00	93.00	41.92	31.00	3605.00
chr7	22862295	22862456	161	161	60.00	8425.00	5508.57	6697.00	886879.00
chr19	13547230	13547514	284	284	0.00	0.00	0.00	0.00	0.00
chr11	125092545	125092689	144	144	0.00	14.00	7.97	14.00	1148.00
chr15	55681562	55681631	69	69	33.00	79.00	42.65	45.00	2943.00
chr1	153964041	153964236	195	195	0.00	25623.00	12190.60	16386.00	2377167.00
chr13	27827736	27827980	244	244	0.00	28165.00	6799.57	0.00	1659094.00
chr5	81574138	81574200	62	62	3.00	8367.00	1477.94	37.00	91632.00
chr12	56510998	56511604	606	606	20.00	36101.00	14096.37	6522.50	8542398.00
chr10	120938266	120938323	57	57	3.00	301.00	158.93	168.00	9059.00
chr13	114561069	114562803	1734	1734	0.00	0.00	0.00	0.00	0.00
chr3	150340171	150340282	111	111	159.00	398.00	269.10	266.00	29870.00
chr6	75947476	75947704	228	228	0.00	6604.00	3334.13	3582.00	760182.00
chr1	154245108	154245252	144	144	15.00	250.00	143.79	160.00	20706.00
chr3	42845927	42845995	68	68	73.00	1343.00	545.51	511.00	37095.00
chr20	57603638	57603896	258	258	0.00	13120.00	4460.42	2864.50	1150788.00
chr11	61307866	61308833	967	967	0.00	38.00	7.31	0.00	7066.00
chr8	1287087	1289234	2147	2147	0.00	0.00	0.00	0.00	0.00
chr1	95615763	95615822	59	59	30.00	68.00	45.63	43.00	2692.00
chr11	61306915	61307700	785	785	0.00	5.00	1.09	0.00	854.00
chr2	85569254	85569444	190	190	30.00	379.00	240.83	271.00	45758.00
chr16	18796059	18796145	86	86	6239.00	7792.00	6841.41	6648.50	588361.00
chr16	18800302	18800440	138	138	3353.00	9173.00	6641.33	7250.50	916503.00
chr13	76104249	76104402	153	153	1400.00	1847.00	1582.65	1585.00	242146.00
chr6	160200926	160201119	193	193	638.00	1002.00	789.02	788.00	152280.00
chr3	119217402	119217802	400	400	0.00	501.00	336.06	359.00	134422.00
chr11	77330650	77330740	90	90	522.00	801.00	646.74	612.00	58207.00
chr17	41150614	41150848	234	234	37.00	18848.00	4675.66	144.00	1094104.00
chr13	27830320	27830529	209	209	49.00	41145.00	20814.87	20706.00	4350307.00
chr10	79231930	79232252	322	322	0.00	30.00	8.55	9.00	2754.00
chr11	61556602	61556707	105	105	65.00	1197.00	660.02	692.00	69302.00
chr15	34388095	34388215	120	120	161.00	307.00	241.83	234.50	29020.00
chr13	78473993	78474102	109	109	181.00	270.00	228.82	225.00	24941.00
chr2	217364671	217366694	2023	2023	0.00	45705.00	2768.91	29.00	5601500.00
chr7	45022643	45022921	278	278	19.00	234.00	135.97	132.00	37800.00
chr9	88664910	88665253	343	343	0.00	0.00	0.00	0.00	0.00
chr9	86595417	86595531	114	114	4.00	145.00	64.34	54.00	7335.00
chr9	130210114	130210268	154	154	168.00	9123.00	5062.47	6081.00	779621.00
chr8	53548574	53548629	55	55	94.00	265.00	171.76	158.00	9447.00
chr7	56169263	56169554	291	291	52.00	3896.00	2508.07	3170.00	729847.00
chr2	212286731	212286829	98	98	0.00	0.00	0.00	0.00	0.00
chr12	66563634	66563775	141	141	26.00	505.00	310.76	414.00	43817.00
chr22	39708887	39708989	102	102	24.00	16901.00	6204.75	5275.50	632884.00
chr19	9940640	9940792	152	152	78.00	3589.00	2143.37	2307.00	325792.00
chr22	40742544	40742715	171	171	0.00	75.00	15.29	6.00	2614.00
chr6	52947301	52947416	115	115	45.00	106.00	76.99	77.00	8854.00
chr12	100613785	100613924	139	139	152.00	394.00	245.54	259.00	34130.00
chr17	36920371	36920474	103	103	97.00	1165.00	623.10	679.00	64179.00
chr4	152022126	152022314	188	188	6523.00	9619.00	7788.77	7556.50	1464288.00
chr4	109543106	109543180	74	74	4589.00	15745.00	9973.59	10222.00	738046.00
chr7	103848280	103848438	158	158	0.00	10.00	3.04	5.00	480.00
chr3	197682531	197683078	547	547	0.00	7255.00	645.79	146.00	353246.00
chr5	43313457	43313578	121	121	0.00	10.00	7.44	10.00	900.00
chr16	46715990	46716125	135	135	0.00	134.00	61.40	64.00	8289.00
chr6	75953432	75953511	79	79	97.00	4153.00	1821.72	1908.00	143916.00
chr8	99053984	99054085	101	101	178.00	11662.00	7711.04	8266.00	778815.00
chr14	39561744	39561831	87	87	0.00	14.00	9.93	9.00	864.00
chr12	112842994	112843180	186	186	71.00	8908.00	5050.41	5642.50	939376.00
chr3	156232152	156232238	86	86	21.00	49.00	32.45	28.00	2791.00
chr1	161127910	161128001	91	91	1184.00	1710.00	1443.01	1471.00	131314.00
chr17	3623600	3623696	96	96	194.00	343.00	268.04	274.00	25732.00
chr4	8488160	8488274	114	114	0.00	9.00	7.74	9.00	882.00
chr1	93297596	93297883	287	287	0.00	2910.00	387.91	15.00	111330.00
chr1	6257711	6257893	182	182	0.00	19944.00	8351.39	8624.50	1519953.00
chr17	30178892	30179327	435	435	38.00	2069.00	1198.34	1139.00	521276.00
chr6	29913227	29913653	426	426	1.00	3840.00	2468.63	3177.00	1051638.00
chr8	1333882	1335355	1473	1473	0.00	0.00	0.00	0.00	0.00
chr8	104033297	104033453	156	156	0.00	107.00	40.93	49.00	6385.00
chr12	57106217	57106336	119	119	187.00	6182.00	3407.76	3173.00	405524.00
chr14	92587985	92588235	250	250	191.00	1614.00	461.28	325.00	115320.00
chr1	165600456	165600530	74	74	139.00	1228.00	735.73	744.00	54444.00
chr12	6975147	6975793	646	646	26.00	1629.00	898.89	792.00	580686.00
chr2	201936712	201936782	70	70	30.00	461.00	186.63	158.00	13064.00
chr14	78174445	78174551	106	106	17.00	1640.00	634.28	540.50	67234.00
chr15	101812398	101813061	663	663	35.00	668.00	390.89	379.00	259160.00
chr16	18794052	18794470	418	418	0.00	6374.00	1043.59	71.00	436220.00
chr14	101331603	101331904	301	301	0.00	0.00	0.00	0.00	0.00
chr8	109260841	109260933	92	92	10.00	465.00	300.37	302.50	27634.00
chr6	33240319	33240503	184	184	4.00	24861.00	9815.69	11875.50	1806087.00
chr15	82823287	82823393	106	106	14862.00	33926.00	24695.25	25146.00	2617696.00
chr15	83207630	83207736	106	106	14421.00	27449.00	20059.83	19540.50	2126342.00
chr9	140049063	140050870	1807	1807	0.00	18.00	0.92	0.00	1660.00
chr9	127623697	127623834	137	137	9954.00	20245.00	16337.72	17143.00	2238268.00
chr4	152024022	152024456	434	434	14.00	14833.00	6332.94	85.00	2748495.00
chr14	39532527	39532617	90	90	1.00	8.00	6.31	7.00	568.00
chr8	37597882	37597964	82	82	8.00	21.00	15.74	11.00	1291.00
chr2	27994596	27994666	70	70	16.00	673.00	301.61	326.00	21113.00
chr20	57605357	57605484	127	127	9426.00	12494.00	10942.76	10556.00	1389731.00
chr12	21788274	21788643	369	369	11.00	9966.00	6538.82	7284.00	2412826.00
chr11	17098975	17099089	114	114	61.00	7729.00	2632.25	217.00	300076.00
chr15	83654980	83655121	141	141	5.00	107.00	63.26	70.00	8919.00
chr8	1302511	1303663	1152	1152	0.00	590.00	64.00	0.00	73730.00
chr16	56717869	56718106	237	237	715.00	7518.00	5183.37	6149.00	1228459.00
chr11	61316511	61317259	748	748	0.00	0.00	0.00	0.00	0.00
chr8	1407998	1408381	383	383	0.00	42.00	9.86	5.00	3778.00
chr9	140833366	140833967	601	601	0.00	5.00	0.13	0.00	80.00
chr2	114713199	114713283	84	84	574.00	904.00	718.37	727.00	60343.00
chr6	133137599	133137830	231	231	0.00	17046.00	6803.29	0.00	1571561.00
chr2	47403114	47403667	553	553	0.00	6539.00	440.75	16.00	243733.00
chr18	56824839	56824897	58	58	788.00	1278.00	1049.28	1100.50	60858.00
chr15	49447721	49447789	68	68	0.00	69.00	30.71	34.00	2088.00
chr8	1328506	1329077	571	571	0.00	17.00	2.09	0.00	1193.00
chr22	48905128	48905505	377	377	0.00	31.00	3.65	0.00	1377.00
chr19	15366874	15367074	200	200	392.00	1109.00	807.53	851.00	161506.00
chr5	31663101	31663338	237	237	0.00	0.00	0.00	0.00	0.00
chr4	6499163	6499319	156	156	0.00	0.00	0.00	0.00	0.00
chr18	47016823	47016922	99	99	9195.00	11390.00	9975.61	9926.00	987585.00
chr20	32677124	32677711	587	587	8.00	1203.00	598.65	747.00	351407.00
chr7	154495717	154496173	456	456	0.00	14.00	6.71	7.00	3059.00
chr17	79857795	79858128	333	333	50.00	2352.00	1607.59	1871.00	535328.00
chr14	23495058	23495584	526	526	0.00	1602.00	905.38	970.00	476232.00
chr11	33453866	33455459	1593	1593	0.00	0.00	0.00	0.00	0.00
chr19	24009898	24010069	171	171	0.00	90.00	53.13	88.00	9086.00
chr8	99056316	99057688	1372	1372	0.00	20326.00	2398.70	36.00	3291021.00
chr15	76518189	76518270	81	81	622.00	808.00	711.63	710.00	57642.00
chr7	2405951	2406083	132	132	66.00	266.00	164.44	164.00	21706.00
chr17	77225977	77226356	379	379	0.00	3.00	0.80	0.00	303.00
chr8	109226835	109226945	110	110	1006.00	1201.00	1107.24	1109.00	121796.00
chr15	66795695	66795867	172	172	2693.00	5158.00	4284.34	4432.50	736907.00
chr21	35751726	35751815	89	89	322.00	455.00	373.22	367.00	33217.00
chr9	140043870	140044424	554	554	0.00	0.00	0.00	0.00	0.00
chr12	53413693	53413810	117	117	186.00	398.00	272.74	231.00	31911.00
chr1	93301746	93301949	203	203	3342.00	5505.00	4413.74	4550.00	895989.00
chr3	53925796	53925885	89	89	62.00	839.00	438.67	408.00	39042.00
chr3	69120685	69120768	83	83	46.00	95.00	67.57	69.00	5608.00
chr5	36606686	36607116	430	430	0.00	483.00	68.19	22.00	29322.00
chr8	1337727	1339342	1615	1615	0.00	16.00	0.50	0.00	800.00
chr3	10555942	10556047	105	105	0.00	0.00	0.00	0.00	0.00
chr17	26903528	26903944	416	416	0.00	1347.00	179.87	40.00	74825.00
chr14	70826235	70826428	193	193	6.00	891.00	373.27	332.00	72041.00
chr11	63743696	63744007	311	311	250.00	4816.00	3242.16	3958.00	1008313.00
chr2	3622881	3622940	59	59	11.00	3257.00	475.44	44.00	28051.00
chr19	41059346	41059540	194	194	0.00	0.00	0.00	0.00	0.00
chr1	160254844	160254920	76	76	0.00	118.00	84.28	107.00	6405.00
chr13	50125461	50125604	143	143	50.00	216.00	109.13	83.00	15606.00
chr10	74385767	74385864	97	97	0.00	46.00	19.96	21.00	1936.00
chr1	24022192	24022622	430	430	0.00	19355.00	3461.31	35.00	1488364.00
chr5	149822902	149823916	1014	1014	0.00	15984.00	771.71	14.00	782515.00
chr3	58417457	58417520	63	63	112.00	220.00	154.16	148.00	9712.00
chr4	8095073	8095888	815	815	0.00	0.00	0.00	0.00	0.00
chr19	48281945	48282071	126	126	115.00	13278.00	6057.92	7338.50	763298.00
chr8	1310963	1311278	315	315	0.00	0.00	0.00	0.00	0.00
chr16	56660791	56661007	216	216	234.00	6723.00	4611.82	5733.50	996153.00
chr5	149826985	149827298	313	313	0.00	13545.00	4979.19	26.00	1558486.00
chr18	19353584	19353689	105	105	19.00	45.00	27.33	28.00	2870.00
chr1	117963190	117963308	118	118	0.00	69.00	24.23	27.00	2859.00
chr7	158191496	158192060	564	564	0.00	0.00	0.00	0.00	0.00
chr12	57033663	57033976	313	313	0.00	2880.00	1590.69	2101.00	497887.00
chr7	54826850	54826915	65	65	23.00	502.00	298.28	320.00	19388.00
chr18	3262131	3262235	104	104	0.00	807.00	355.81	371.00	37004.00
chr20	56918773	56918855	82	82	171.00	283.00	229.84	235.00	18847.00
chr2	55460498	55460553	55	55	17030.00	22754.00	20029.27	20320.00	1101610.00
chr9	130213556	130213674	118	118	16.00	9719.00	5650.69	5260.50	666782.00
chr7	54819984	54820151	167	167	17.00	1038.00	402.26	394.00	67177.00
chr19	58906048	58906170	122	122	37.00	4485.00	2098.90	1971.00	256066.00
chr2	187531430	187531510	80	80	91.00	171.00	132.39	139.00	10591.00
chr10	51580555	51580696	141	141	51.00	131.00	93.23	99.00	13146.00
chr11	21135134	21135260	126	126	0.00	16.00	5.56	0.00	701.00
chr4	602915	603654	739	739	0.00	20.00	1.43	0.00	1058.00
chr1	27915783	27915968	185	185	0.00	0.00	0.00	0.00	0.00
chr2	11724902	11725051	149	149	0.00	0.00	0.00	0.00	0.00
chr7	135635346	135635430	84	84	0.00	52.00	27.23	28.00	2287.00
chr3	13169437	13170032	595	595	0.00	0.00	0.00	0.00	0.00
chr3	197680808	197681018	210	210	0.00	12313.00	7301.01	10046.00	1533212.00
chr9	34613544	34613868	324	324	21.00	1310.00	853.31	917.00	276474.00
chr3	62305395	62305507	112	112	202.00	295.00	250.87	257.00	28097.00
chr4	174308947	174309781	834	834	0.00	2553.00	410.47	59.00	342328.00
chr15	78832790	78832881	91	91	9.00	480.00	243.02	308.00	22115.00
chr10	714132	714671	539	539	0.00	63.00	29.79	30.00	16059.00
chr8	1312779	1313338	559	559	0.00	0.00	0.00	0.00	0.00
chr17	77366765	77366942	177	177	0.00	0.00	0.00	0.00	0.00
chr2	3623181	3623274	93	93	3779.00	10129.00	6835.33	6388.00	635686.00
chr14	50272738	50272851	113	113	19.00	54.00	34.44	34.00	3892.00
chr5	52978947	52979164	217	217	43.00	996.00	477.34	466.00	103582.00
chr3	179333770	179333837	67	67	508.00	761.00	649.69	677.00	43529.00
chr1	162469744	162470057	313	313	0.00	45.00	11.56	7.00	3618.00
chr12	133528347	133528661	314	314	0.00	0.00	0.00	0.00	0.00
chr9	130209952	130210096	144	144	43.00	3060.00	593.60	155.00	85479.00
chr9	114287457	114287542	85	85	0.00	2.00	0.26	0.00	22.00
chr16	648960	649176	216	216	0.00	27.00	8.18	4.00	1766.00
chr7	70625531	70625736	205	205	0.00	0.00	0.00	0.00	0.00
chr7	140396504	140396642	138	138	132.00	2752.00	1740.43	2027.00	240179.00
chr3	12877458	12877961	503	503	1.00	29418.00	5999.91	35.00	3017956.00
chr8	1356126	1356675	549	549	0.00	0.00	0.00	0.00	0.00
chr11	64089057	64089265	208	208	411.00	5938.00	4308.54	5206.00	896177.00
chr8	962950	963753	803	803	0.00	0.00	0.00	0.00	0.00
chr8	1243161	1246013	2852	2852	0.00	154.00	7.65	0.00	21825.00
chr7	99896310	99896623	313	313	0.00	0.00	0.00	0.00	0.00
chr12	6602223	6602450	227	227	49.00	1911.00	911.28	823.00	206860.00
chr11	51168440	51168568	128	128	0.00	0.00	0.00	0.00	0.00
chr1	161183653	161184181	528	528	2.00	1064.00	428.92	247.00	226471.00
chr8	1421477	1421623	146	146	0.00	0.00	0.00	0.00	0.00
chr11	67123414	67123503	89	89	0.00	0.00	0.00	0.00	0.00
chr1	54507396	54507478	82	82	1630.00	2561.00	2199.12	2269.00	180328.00
chr2	183743604	183743742	138	138	0.00	0.00	0.00	0.00	0.00
chr3	12880847	12881029	182	182	19790.00	26434.00	22974.21	23113.00	4181306.00
chr11	61096834	61097056	222	222	21.00	63.00	41.52	36.50	9218.00
chr17	77277626	77277812	186	186	0.00	0.00	0.00	0.00	0.00
chr20	18548083	18548240	157	157	57.00	823.00	501.96	565.00	78807.00
chr3	184023841	184023943	102	102	122.00	234.00	180.03	174.00	18363.00
chr20	44845850	44845952	102	102	0.00	0.00	0.00	0.00	0.00
chr1	45244201	45244425	224	224	14.00	43933.00	12299.43	6323.00	2755072.00
chr18	35009257	35009508	251	251	0.00	0.00	0.00	0.00	0.00
chr10	60028911	60029064	153	153	20.00	278.00	161.10	201.00	24648.00
chr7	140705975	140706335	360	360	10.00	982.00	488.03	430.00	175692.00
chr22	18074542	18075502	960	960	0.00	4607.00	1705.48	1793.00	1637258.00
chr1	153946748	153947311	563	563	26.00	1749.00	731.18	520.00	411654.00
chr11	32608557	32608690	133	133	97.00	416.00	252.71	233.00	33610.00
chr1	184695388	184695523	135	135	0.00	0.00	0.00	0.00	0.00
chr8	10257907	10259478	1571	1571	0.00	22.00	2.12	0.00	3328.00
chr3	186502009	186503840	1831	1831	0.00	1151.00	154.40	0.00	282699.00
chr7	102996140	102996240	100	100	81.00	194.00	138.12	154.00	13812.00
chr9	35099896	35100169	273	273	70.00	1174.00	833.14	828.00	227446.00
chr7	71155616	71155866	250	250	0.00	0.00	0.00	0.00	0.00
chr6	160199201	160199312	111	111	438.00	688.00	543.80	521.00	60362.00
chr9	101108512	101108977	465	465	0.00	0.00	0.00	0.00	0.00
chr16	56667251	56667317	66	66	2374.00	3038.00	2753.02	2784.00	181699.00
chr8	1391588	1392091	503	503	0.00	0.00	0.00	0.00	0.00
chr11	62340055	62340214	159	159	1818.00	5048.00	3932.70	4169.00	625299.00
chr17	79214786	79215080	294	294	20.00	2565.00	1429.66	1308.00	420319.00
chr1	173446461	173446631	170	170	50.00	980.00	512.38	562.00	87105.00
chr8	63930051	63930189	138	138	97.00	364.00	248.40	251.00	34279.00
chr7	131890215	131890326	111	111	0.00	0.00	0.00	0.00	0.00
chr4	42051393	42051496	103	103	75.00	198.00	118.50	104.00	12205.00
chr2	91781295	91781567	272	272	0.00	0.00	0.00	0.00	0.00
chr8	1301692	1302498	806	806	0.00	0.00	0.00	0.00	0.00
chr3	58415854	58415965	111	111	276.00	462.00	390.29	401.00	43322.00
chr14	94594850	94595012	162	162	1381.00	2994.00	2263.93	2354.50	366756.00
chr3	197678029	197678195	166	166	148.00	14116.00	10014.67	11411.50	1662435.00
chr6	74227752	74228333	581	581	23.00	58577.00	34287.93	34735.00	19921286.00
chr8	1346274	1346328	54	54	0.00	0.00	0.00	0.00	0.00
chr12	69979239	69979304	65	65	0.00	7.00	5.35	6.00	348.00
chr5	167913484	167913548	64	64	0.00	0.00	0.00	0.00	0.00
chr7	157626545	157627221	676	676	0.00	0.00	0.00	0.00	0.00
chr9	33278110	33278223	113	113	660.00	903.00	770.97	769.00	87120.00
chr8	67974080	67974367	287	287	0.00	299.00	192.23	223.00	55171.00
chr2	232037248	232037521	273	273	11.00	1166.00	602.03	618.00	164353.00
chr6	133135870	133135921	51	51	11481.00	19876.00	15478.47	15603.00	789402.00
chr8	10360310	10361038	728	728	0.00	46.00	7.59	1.00	5527.00
chr5	176279272	176279378	106	106	0.00	0.00	0.00	0.00	0.00
chr22	33164101	33164375	274	274	0.00	0.00	0.00	0.00	0.00
chr14	101330805	101331525	720	720	0.00	0.00	0.00	0.00	0.00
chr20	3529816	3529985	169	169	0.00	0.00	0.00	0.00	0.00
chr4	57896369	57896565	196	196	331.00	804.00	563.59	592.00	110463.00
chr7	157662624	157663418	794	794	0.00	0.00	0.00	0.00	0.00
chr19	35230427	35230526	99	99	0.00	219.00	99.87	44.00	9887.00
chr22	32783580	32784086	506	506	18.00	660.00	308.21	279.50	155954.00
chr16	18812752	18812882	130	130	0.00	1005.00	477.46	499.50	62070.00
chr6	24775236	24775340	104	104	18.00	42.00	28.04	28.00	2916.00
chr1	202931009	202931827	818	818	16.00	607.00	360.69	354.00	295044.00
chr21	39149654	39149774	120	120	0.00	0.00	0.00	0.00	0.00
chr3	27446320	27446454	134	134	0.00	0.00	0.00	0.00	0.00
chr8	1325595	1325874	279	279	0.00	0.00	0.00	0.00	0.00
chr7	140404659	140404763	104	104	1731.00	3804.00	2924.42	2991.00	304140.00
chr2	209119662	209119824	162	162	10.00	48.00	26.70	12.00	4326.00
chr12	120881821	120882758	937	937	38.00	545.00	206.31	164.00	193310.00
chr21	35286753	35286804	51	51	1824.00	2493.00	2221.94	2220.00	113319.00
chr14	24587596	24587743	147	147	96.00	212.00	147.12	135.00	21627.00
chr12	111595593	111595735	142	142	0.00	0.00	0.00	0.00	0.00
chr10	85908485	85908594	109	109	523.00	943.00	741.05	751.00	80774.00
chr9	32552798	32552977	179	179	0.00	448.00	271.85	348.00	48661.00
chr17	49773932	49774148	216	216	0.00	0.00	0.00	0.00	0.00
chr16	3781776	3781938	162	162	32.00	55.00	42.03	41.00	6809.00
chr1	185751175	185751337	162	162	0.00	0.00	0.00	0.00	0.00
chr1	165624604	165624865	261	261	3.00	3696.00	2151.42	2225.00	561520.00
chr11	68895617	68896008	391	391	0.00	0.00	0.00	0.00	0.00
chr2	135884152	135884226	74	74	0.00	3.00	0.69	0.00	51.00
chr6	112418243	112418404	161	161	312.00	737.00	541.52	581.00	87184.00
chr17	77527767	77527878	111	111	0.00	0.00	0.00	0.00	0.00
chr17	77629088	77629199	111	111	0.00	0.00	0.00	0.00	0.00
chr2	196582975	196583056	81	81	19.00	67.00	33.89	28.00	2745.00
chr11	70463044	70463452	408	408	0.00	0.00	0.00	0.00	0.00
chr8	97133433	97133638	205	205	0.00	0.00	0.00	0.00	0.00
chr18	3253886	3254048	162	162	414.00	936.00	719.56	730.00	116569.00
chr8	984873	985055	182	182	0.00	0.00	0.00	0.00	0.00
chr2	172671630	172671712	82	82	64.00	107.00	79.70	84.50	6535.00
chr8	99054872	99055418	546	546	13.00	19180.00	3381.31	34.00	1846195.00
chr3	69126948	69127069	121	121	28.00	138.00	95.83	102.00	11595.00
chr7	157859676	157859927	251	251	0.00	24.00	9.66	12.00	2424.00
chr6	16430725	16431049	324	324	0.00	0.00	0.00	0.00	0.00
chr7	23728887	23729078	191	191	61.00	202.00	107.84	98.00	20598.00
chr7	96747026	96747209	183	183	4.00	101.00	67.61	71.00	12373.00
chr12	6601303	6601633	330	330	98.00	2413.00	1586.30	1771.50	523479.00
chr6	26104168	26104550	382	382	0.00	20.00	3.60	0.00	1376.00
chr16	18799384	18799464	80	80	7421.00	9323.00	8433.45	8433.00	674676.00
chr8	1371931	1372576	645	645	0.00	0.00	0.00	0.00	0.00
chr9	101992618	101992875	257	257	47.00	760.00	550.25	625.00	141413.00
chr5	40834572	40834708	136	136	10039.00	31589.00	24266.49	25790.00	3300242.00
chr8	104053025	104053245	220	220	0.00	148.00	69.72	70.00	15339.00
chr6	75950705	75950981	276	276	0.00	4719.00	1429.79	0.00	394622.00
chr2	55148403	55148762	359	359	0.00	0.00	0.00	0.00	0.00
chr21	35287881	35288110	229	229	0.00	1819.00	263.93	27.00	60440.00
chr22	48231302	48231645	343	343	0.00	0.00	0.00	0.00	0.00
chr20	34129819	34129934	115	115	12.00	244.00	139.31	155.00	16021.00
chr19	49121047	49121134	87	87	4883.00	13338.00	9471.99	9548.00	824063.00
chr12	125398915	125399205	290	290	0.00	2186.00	304.54	3.00	88316.00
chr2	62103229	62103369	140	140	221.00	310.00	262.28	259.00	36719.00
chr17	77258008	77258121	113	113	0.00	0.00	0.00	0.00	0.00
chr11	14520383	14520556	173	173	0.00	55.00	16.74	17.00	2896.00
chr14	54955642	54955747	105	105	14.00	326.00	139.03	100.00	14598.00
chr7	157861401	157861634	233	233	0.00	0.00	0.00	0.00	0.00
chr4	39459205	39459316	111	111	0.00	14453.00	11369.94	13191.00	1262063.00
chr10	88822412	88822653	241	241	0.00	847.00	552.95	741.00	133260.00
chr8	1322779	1322945	166	166	0.00	0.00	0.00	0.00	0.00
chr8	1308665	1309830	1165	1165	0.00	0.00	0.00	0.00	0.00
chr7	150488405	150488711	306	306	56.00	686.00	404.64	382.00	123820.00
chr8	42012133	42012478	345	345	0.00	62.00	26.33	24.00	9083.00
chr16	15178498	15178562	64	64	16.00	36.00	26.38	28.00	1688.00
chr8	1339367	1339730	363	363	0.00	16.00	5.60	0.00	2032.00
