#chrom	start	end	size	num_data	min	max	mean	median	sum
chr8	56449623	56450530	907	907	13.00	184.00	68.68	65.00	62292.00
chr9	139354208	139354326	118	118	109.00	179.00	134.74	129.00	15899.00
chr1	32204908	32205236	328	328	1358.00	2318.00	1718.16	1673.50	563558.00
chr7	75608768	75608897	129	129	205.00	296.00	245.61	245.00	31684.00
chr19	45161029	45161178	149	149	57.00	122.00	88.58	88.00	13199.00
chr19	5243911	5244493	582	582	102.00	290.00	197.98	183.50	115227.00
chr6	32119585	32119717	132	132	37.00	1241.00	530.92	533.50	70081.00
chr3	42670878	42672067	1189	1189	0.00	190.00	46.33	21.00	55091.00
chr11	45892392	45892485	93	93	402.00	547.00	476.62	487.00	44326.00
chr17	80040789	80040991	202	202	1142.00	1929.00	1496.10	1486.00	302213.00
chr2	74902875	74903036	161	161	104.00	168.00	139.22	139.00	22414.00
chr17	38335969	38337946	1977	1977	0.00	547.00	63.05	39.00	124654.00
chr16	87870103	87870253	150	150	291.00	575.00	410.04	435.50	61506.00
chr1	32205947	32206142	195	195	1052.00	1775.00	1381.60	1406.00	269412.00
chr6	44117553	44117702	149	149	4.00	542.00	320.40	415.00	47740.00
chr1	159163659	159163830	171	171	2311.00	2676.00	2509.43	2517.00	429113.00
chr3	445565	446023	458	458	0.00	42.00	20.65	18.00	9459.00
chr2	25048913	25048995	82	82	338.00	464.00	401.23	404.50	32901.00
chr10	99504485	99504672	187	187	308.00	475.00	396.35	399.00	74118.00
chr4	54364807	54365010	203	203	183.00	275.00	236.66	238.00	48041.00
chr17	1634367	1634552	185	185	36.00	70.00	52.98	51.00	9801.00
chr7	72416124	72416247	123	123	215.00	323.00	275.04	276.00	33830.00
chr1	208212169	208212329	160	160	191.00	287.00	244.49	247.00	39119.00
chr9	140952500	140952702	202	202	48.00	107.00	73.09	72.50	14765.00
chr6	44197325	44197528	203	203	32.00	85.00	61.04	63.00	12392.00
chr6	44197643	44198218	575	575	13.00	194.00	83.97	64.00	48280.00
chr11	118981972	118982084	112	112	509.00	770.00	660.83	699.00	74013.00
chr5	150503846	150503952	106	106	0.00	4708.00	3349.53	4234.00	355050.00
chr11	118981761	118981878	117	117	473.00	606.00	526.02	521.00	61544.00
chr11	126314873	126315000	127	127	155.00	339.00	230.69	223.00	29297.00
chr1	159165808	159166244	436	436	0.00	2566.00	494.76	10.00	215717.00
chr7	134893542	134893750	208	208	80.00	181.00	127.87	127.50	26597.00
chr9	121976196	121976433	237	237	413.00	1099.00	747.39	801.00	177132.00
chr19	54691042	54691169	127	127	707.00	1287.00	973.34	942.00	123614.00
chr22	38621430	38621600	170	170	551.00	731.00	630.90	633.00	107253.00
chr13	42035681	42036205	524	524	0.00	58.00	12.09	0.00	6336.00
chr20	1915360	1915413	53	53	0.00	2066.00	1455.15	1807.00	77123.00
chr5	14496987	14497126	139	139	221.00	321.00	270.19	273.00	37556.00
chr12	56528125	56528212	87	87	151.00	206.00	179.26	181.00	15596.00
chr3	47466974	47467101	127	127	198.00	293.00	240.57	243.00	30553.00
chr17	7415476	7415663	187	187	168.00	332.00	233.13	225.00	43595.00
chr3	33588037	33589252	1215	1215	11.00	116.00	46.63	41.00	56652.00
chr7	887833	888615	782	782	2.00	219.00	64.06	34.00	50097.00
chr10	24813251	24813693	442	442	38.00	208.00	157.17	155.00	69469.00
chr1	109812045	109812213	168	168	657.00	997.00	777.45	752.00	130612.00
chr19	15276597	15276902	305	305	147.00	344.00	216.42	210.00	66009.00
chr16	2334779	2334999	220	220	317.00	558.00	417.70	416.00	91894.00
chr16	68404761	68405261	500	500	138.00	322.00	222.82	223.00	111412.00
chr4	110969111	110969871	760	760	15.00	158.00	89.16	84.00	67761.00
chr1	145693161	145693996	835	835	2.00	161.00	68.39	67.00	57105.00
chr7	44282848	44282932	84	84	2020.00	2370.00	2201.19	2206.00	184900.00
chr2	220164315	220164508	193	193	1.00	1696.00	703.18	34.00	135713.00
chr12	50472203	50472360	157	157	230.00	319.00	268.10	266.00	42091.00
chr2	220163768	220163833	65	65	1780.00	2352.00	2137.23	2221.00	138920.00
chr2	222289928	222290862	934	934	474.00	1017.00	775.43	768.00	724251.00
chr12	57599133	57599268	135	135	355.00	499.00	410.56	402.00	55425.00
chr7	157475416	157475629	213	213	994.00	1498.00	1220.98	1186.00	260068.00
chr1	32203800	32203927	127	127	1612.00	2450.00	1980.51	2065.00	251525.00
chr1	109811731	109811912	181	181	650.00	875.00	761.99	756.00	137921.00
chr9	140052830	140052975	145	145	1839.00	2934.00	2391.94	2467.00	346832.00
chr2	220161706	220161854	148	148	2365.00	3059.00	2700.05	2707.00	399607.00
chr16	29896906	29897070	164	164	591.00	1047.00	845.85	803.50	138719.00
chr16	47143393	47143622	229	229	187.00	322.00	260.05	273.00	59552.00
chr11	993753	993985	232	232	538.00	1210.00	893.79	930.50	207359.00
chr9	124059698	124061137	1439	1439	0.00	83.00	27.99	21.00	40277.00
chr9	140350140	140350634	494	494	21.00	171.00	76.33	66.00	37708.00
chr11	14504577	14504697	120	120	207.00	329.00	253.38	250.00	30405.00
chr3	49898612	49898733	121	121	1883.00	2711.00	2193.39	2148.00	265400.00
chr9	131811659	131811777	118	118	146.00	261.00	198.71	188.50	23448.00
chr9	131810705	131810818	113	113	187.00	283.00	231.61	223.00	26172.00
chr1	223400935	223401080	145	145	664.00	1216.00	995.66	1026.00	144371.00
chr12	125612185	125612820	635	635	0.00	433.00	75.94	7.00	48222.00
chr2	220088590	220088744	154	154	303.00	466.00	391.32	384.50	60263.00
chr9	70888487	70888750	263	263	0.00	2.00	0.52	0.00	137.00
chr14	69813756	69813898	142	142	437.00	569.00	484.63	475.00	68817.00
chr2	47399145	47399890	745	745	1.00	1471.00	104.51	72.00	77860.00
chr11	62688689	62689041	352	352	4.00	282.00	76.40	26.00	26894.00
chr6	43745205	43745407	202	202	0.00	249.00	138.76	134.00	28029.00
chr3	11072492	11072997	505	505	9.00	973.00	195.07	25.00	98512.00
chr7	2696031	2696168	137	137	409.00	633.00	548.53	583.00	75148.00
chr16	14969196	14969279	83	83	776.00	1417.00	1056.89	1039.00	87722.00
chr17	7377847	7378026	179	179	0.00	18.00	10.01	9.00	1791.00
chr12	65639640	65639719	79	79	134.00	242.00	178.92	172.00	14135.00
chr12	50294912	50295108	196	196	2814.00	3858.00	3245.81	3280.00	636178.00
chr19	42485653	42485788	135	135	4812.00	6781.00	5954.30	5984.00	803830.00
chr10	99509230	99509343	113	113	285.00	434.00	328.30	331.00	37098.00
chr22	38883877	38888120	4243	4243	44.00	2089.00	434.53	282.00	1843723.00
chr12	49416372	49416658	286	286	186.00	336.00	246.57	241.00	70519.00
chr6	24843089	24843782	693	693	98.00	353.00	219.26	218.00	151949.00
chr5	176295561	176295665	104	104	461.00	633.00	557.31	559.50	57960.00
chr10	99510087	99510227	140	140	305.00	745.00	501.63	490.50	70228.00
chr1	159173658	159174770	1112	1112	11.00	355.00	114.81	86.00	127671.00
chr11	1780745	1780869	124	124	3595.00	5138.00	4428.56	4607.50	549141.00
chr19	42486059	42486258	199	199	2961.00	5117.00	4044.25	4088.00	804805.00
chr3	47465422	47465535	113	113	262.00	350.00	298.81	293.00	33766.00
chr1	21573713	21573856	143	143	37.00	111.00	59.96	58.00	8574.00
chr11	65320330	65320453	123	123	126.00	239.00	191.12	200.00	23508.00
chr3	47462420	47462519	99	99	345.00	437.00	396.15	403.00	39219.00
chr2	219204751	219204864	113	113	257.00	413.00	350.29	358.00	39583.00
chr1	43906123	43906257	134	134	11.00	44.00	25.55	22.00	3424.00
chr7	38785158	38785840	682	682	0.00	862.00	93.22	34.00	63576.00
chr2	153499932	153500058	126	126	178.00	249.00	213.02	209.00	26840.00
chr1	32203011	32203132	121	121	6.00	1663.00	1263.12	1459.00	152838.00
chr22	42290823	42290941	118	118	1573.00	2843.00	2462.58	2498.50	290585.00
chr19	47940718	47940818	100	100	1376.00	2321.00	1839.88	1784.50	183988.00
chr4	119539150	119539274	124	124	1.00	4.00	1.74	1.00	216.00
chr17	44117067	44117250	183	183	139.00	210.00	166.17	161.00	30410.00
chr19	42485873	42485983	110	110	3863.00	5427.00	4735.25	4807.50	520878.00
chr6	44114583	44114664	81	81	208.00	269.00	245.53	250.00	19888.00
chr19	47941105	47941292	187	187	16.00	2404.00	1385.65	1859.00	259116.00
chr11	73074250	73074500	250	250	344.00	484.00	404.05	402.50	101012.00
chr3	33418764	33418825	61	61	691.00	834.00	773.52	774.00	47185.00
chr1	700258	700505	247	247	4.00	29.00	12.51	10.00	3089.00
chr9	74319510	74319719	209	209	102.00	275.00	171.34	169.00	35810.00
chr16	2336694	2336968	274	274	244.00	710.00	514.51	566.00	140975.00
chr20	3575125	3575219	94	94	158.00	228.00	189.66	189.50	17828.00
chr9	139231377	139231529	152	152	108.00	229.00	176.01	170.00	26754.00
chr5	140515951	140516498	547	547	0.00	56.00	20.64	15.00	11290.00
chr1	21938208	21938309	101	101	873.00	1113.00	990.55	1006.00	100046.00
chr3	155659188	155659936	748	748	10.00	309.00	152.46	163.00	114043.00
chr16	27483068	27483241	173	173	250.00	523.00	417.94	469.00	72304.00
chr11	994071	994245	174	174	379.00	770.00	615.06	672.00	107020.00
chr7	71175745	71175913	168	168	1436.00	1870.00	1661.94	1663.50	279206.00
chr12	121204065	121204175	110	110	437.00	822.00	671.06	729.50	73817.00
chr7	73118679	73118753	74	74	2076.00	2561.00	2295.64	2272.00	169877.00
chr9	140972565	140972710	145	145	119.00	203.00	151.10	149.00	21910.00
chr12	121683329	121684024	695	695	0.00	36.00	8.08	3.00	5614.00
chr16	74493579	74493687	108	108	248.00	390.00	327.13	316.50	35330.00
chr2	36771518	36771641	123	123	364.00	687.00	489.05	458.00	60153.00
chr7	94187181	94187996	815	815	11.00	163.00	61.83	52.00	50392.00
chr14	94156951	94157239	288	288	3.00	46.00	19.41	17.50	5589.00
chr7	121739000	121739524	524	524	0.00	53.00	19.66	24.00	10303.00
chr1	19549117	19549328	211	211	77.00	279.00	163.63	138.00	34526.00
chr19	5214571	5214747	176	176	263.00	841.00	486.95	413.00	85703.00
chr19	42557753	42557861	108	108	707.00	890.00	787.47	792.00	85047.00
chr15	102510686	102510925	239	239	0.00	29.00	13.13	14.00	3139.00
chr5	167673761	167675376	1615	1615	57.00	324.00	171.67	172.00	277245.00
chr7	44282158	44282253	95	95	2043.00	2731.00	2363.88	2321.00	224569.00
chr2	160621061	160621717	656	656	0.00	483.00	54.57	19.00	35800.00
chr5	10426501	10426634	133	133	508.00	977.00	780.95	846.00	103866.00
chr16	1814301	1814460	159	159	788.00	1302.00	1045.45	1073.00	166226.00
chr11	21581734	21581928	194	194	323.00	513.00	438.25	450.00	85021.00
chr3	126749085	126749255	170	170	391.00	584.00	489.42	496.00	83202.00
chr11	12237765	12237866	101	101	474.00	650.00	551.07	533.00	55658.00
chr6	31750872	31750963	91	91	169.00	263.00	214.43	213.00	19513.00
chr3	53124201	53124398	197	197	2.00	31.00	17.05	17.00	3358.00
chr2	220161470	220161544	74	74	2472.00	2718.00	2594.89	2597.00	192022.00
chr2	128951046	128951785	739	739	33.00	253.00	126.70	132.00	93628.00
chr5	24535811	24535931	120	120	163.00	235.00	198.24	193.00	23789.00
chr1	44083406	44083582	176	176	411.00	532.00	477.09	474.00	83968.00
chr1	32207653	32207818	165	165	1019.00	1329.00	1112.58	1092.00	183576.00
chr12	7293754	7294000	246	246	0.00	1351.00	809.62	1176.00	199167.00
chr3	131442289	131442469	180	180	339.00	613.00	447.01	446.00	80462.00
chr3	49898871	49899298	427	427	121.00	3067.00	1464.73	2401.00	625441.00
chr16	66432358	66432464	106	106	32.00	61.00	48.03	48.00	5091.00
chr1	20982593	20982680	87	87	930.00	1364.00	1116.20	1091.00	97109.00
chr16	68398653	68398809	156	156	183.00	329.00	267.97	275.00	41804.00
chr17	16676818	16678279	1461	1461	0.00	142.00	47.35	38.00	69178.00
chr1	109814899	109815027	128	128	1314.00	1634.00	1493.52	1505.00	191171.00
chr1	21940478	21940582	104	104	1368.00	1730.00	1542.82	1558.00	160453.00
chr20	57468284	57468793	509	509	0.00	38.00	15.16	14.00	7718.00
chr3	127358087	127358366	279	279	637.00	1878.00	1407.19	1440.00	392607.00
chr3	126735359	126735527	168	168	126.00	230.00	184.17	171.50	30940.00
chr10	103869140	103869264	124	124	684.00	788.00	738.33	741.50	91553.00
chr20	44520554	44520666	112	112	288.00	548.00	405.51	374.00	45417.00
chr1	32203252	32203356	104	104	1339.00	1808.00	1601.68	1600.50	166575.00
chr21	40186196	40186316	120	120	467.00	697.00	600.89	619.00	72107.00
chr5	111067153	111068349	1196	1196	0.00	53.00	16.69	13.00	19964.00
chr9	128002954	128003186	232	232	571.00	1029.00	806.35	828.00	187074.00
chr1	43408896	43408992	96	96	669.00	859.00	770.30	785.00	73949.00
chr3	47463931	47464026	95	95	303.00	385.00	349.25	347.00	33179.00
chr2	220161160	220161238	78	78	2608.00	3450.00	3031.01	3046.00	236419.00
chr11	62472772	62473089	317	317	3180.00	4493.00	3900.88	4011.00	1236578.00
chr9	130986341	130986906	565	565	10.00	1683.00	370.80	32.00	209500.00
chr14	69358769	69359000	231	231	310.00	670.00	480.67	467.00	111035.00
chr11	64416205	64416379	174	174	505.00	824.00	658.56	665.00	114589.00
chr17	8398454	8398559	105	105	550.00	833.00	685.32	680.00	71959.00
chr12	53572943	53574193	1250	1250	0.00	100.00	44.71	48.00	55890.00
chr17	17696544	17701827	5283	5283	24.00	557.00	161.27	132.00	852012.00
chr8	11705187	11705331	144	144	2372.00	3581.00	3116.85	3207.50	448826.00
chr19	54963829	54963931	102	102	172.00	539.00	327.78	284.00	33434.00
chr2	70451682	70456295	4613	4613	0.00	423.00	58.27	37.00	268806.00
chr11	118873959	118874169	210	210	0.00	28.00	9.45	7.00	1985.00
chr10	75548427	75548581	154	154	66.00	158.00	113.62	109.00	17498.00
chr6	33414351	33414563	212	212	1192.00	1786.00	1528.27	1570.00	323994.00
chr17	80042910	80043032	122	122	319.00	700.00	544.78	591.50	66463.00
chr11	11470290	11470483	193	193	261.00	340.00	296.40	294.00	57205.00
chr8	23294446	23294771	325	325	174.00	323.00	250.49	249.00	81409.00
chr1	116932060	116932663	603	603	12.00	3116.00	1075.30	31.00	648405.00
chr15	83222627	83222741	114	114	249.00	431.00	350.75	340.50	39986.00
chr3	9841562	9841751	189	189	61.00	165.00	97.85	89.00	18493.00
chr1	116937731	116937907	176	176	3085.00	7987.00	4657.68	4316.00	819752.00
chr16	87868019	87868197	178	178	260.00	562.00	355.96	331.50	63361.00
chr3	124209540	124209731	191	191	1155.00	1566.00	1387.83	1404.00	265076.00
chr7	71142195	71142291	96	96	1168.00	1447.00	1307.67	1310.50	125536.00
chr5	130497324	130497584	260	260	14.00	113.00	58.60	49.00	15236.00
chr13	100199238	100199358	120	120	1175.00	1661.00	1411.68	1398.00	169402.00
chr5	139943336	139943506	170	170	1.00	686.00	499.86	506.00	84976.00
chr17	74395529	74396002	473	473	85.00	267.00	172.70	159.00	81689.00
chr14	93179149	93179216	67	67	536.00	702.00	601.51	600.00	40301.00
chr4	160277004	160277310	306	306	38.00	926.00	421.39	393.00	128944.00
chr17	40666306	40666478	172	172	1867.00	2547.00	2208.90	2184.50	379931.00
chr15	34828065	34828207	142	142	10.00	407.00	220.02	202.00	31243.00
chr14	100165802	100165876	74	74	2074.00	2565.00	2355.20	2376.50	174285.00
chr22	20128089	20128231	142	142	13.00	391.00	185.20	240.00	26298.00
chr12	3392210	3394421	2211	2211	0.00	205.00	92.40	95.00	204292.00
chr17	16687866	16690667	2801	2801	0.00	324.00	62.08	47.00	173874.00
chr6	31664724	31664810	86	86	316.00	506.00	394.12	396.00	33894.00
chr6	30627512	30627611	99	99	124.00	183.00	159.98	162.00	15838.00
chr11	18752834	18755060	2226	2226	0.00	1566.00	162.92	46.00	362668.00
chr12	109332602	109332731	129	129	790.00	1116.00	901.95	865.00	116351.00
chr6	90072884	90073110	226	226	37.00	82.00	55.38	61.00	12515.00
chr16	2689371	2689711	340	340	18.00	54.00	30.64	29.00	10416.00
chr1	20987373	20987484	111	111	778.00	1178.00	1020.36	1022.00	113260.00
chr14	85985300	85986667	1367	1367	0.00	71.00	27.35	26.00	37394.00
chr13	32863769	32863880	111	111	392.00	708.00	559.49	602.00	62103.00
chr16	1510418	1510528	110	110	170.00	308.00	211.72	206.00	23289.00
chr19	54963269	54963444	175	175	310.00	541.00	401.58	363.00	70276.00
chr6	44224078	44224233	155	155	207.00	344.00	265.02	261.00	41078.00
chr20	3151172	3152285	1113	1113	0.00	47.00	16.43	15.00	18287.00
chr1	892273	892405	132	132	334.00	485.00	390.47	380.00	51542.00
chr16	90192167	90192724	557	557	1.00	40.00	11.93	9.00	6645.00
chr9	111663704	111663810	106	106	144.00	216.00	175.02	177.00	18552.00
chr6	44108764	44108835	71	71	235.00	333.00	281.80	279.00	20008.00
chr1	36028802	36029027	225	225	6988.00	11799.00	8946.86	8406.00	2013043.00
chr11	66807259	66807674	415	415	28.00	342.00	171.80	160.00	71297.00
chr1	178426817	178427679	862	862	44.00	270.00	107.60	83.00	92755.00
chr19	42482302	42482478	176	176	4017.00	5460.00	4728.02	4771.50	832131.00
chr1	44084718	44084873	155	155	390.00	647.00	476.52	470.00	73861.00
chr1	109812315	109812442	127	127	805.00	1126.00	945.77	915.00	120113.00
chr3	180324268	180324391	123	123	299.00	455.00	379.85	395.00	46722.00
chr15	63933668	63933842	174	174	179.00	351.00	254.55	250.00	44291.00
chr20	44521363	44521519	156	156	419.00	703.00	554.19	564.00	86454.00
chr3	33416779	33416910	131	131	483.00	771.00	608.05	608.00	79654.00
chr1	21934624	21934843	219	219	0.00	2228.00	849.77	1052.00	186099.00
chr14	69799801	69799886	85	85	340.00	498.00	426.01	436.00	36211.00
chr1	116936134	116936345	211	211	0.00	4451.00	3437.95	3676.00	725408.00
chr14	23634493	23634645	152	152	58.00	122.00	83.66	79.50	12717.00
chr16	1402538	1402947	409	409	0.00	48.00	17.90	14.00	7321.00
chr9	20331	25000	4669	4669	0.00	217.00	22.36	9.00	104398.00
chr17	43545574	43545959	385	385	29.00	82.00	53.94	55.00	20765.00
chr13	100201418	100201476	58	58	1401.00	1700.00	1523.36	1493.50	88355.00
chr15	41865505	41865665	160	160	610.00	1308.00	883.17	823.00	141307.00
chr19	19641688	19642196	508	508	10.00	54.00	29.72	28.00	15096.00
chr11	134147593	134148159	566	566	19.00	138.00	66.42	58.00	37592.00
chr2	71656420	71657290	870	870	20.00	132.00	60.92	56.00	53002.00
chr7	97834775	97835016	241	241	220.00	416.00	333.36	352.00	80340.00
chr19	13363804	13363915	111	111	149.00	198.00	174.02	175.00	19316.00
chr18	31328383	31329011	628	628	0.00	78.00	29.38	27.00	18449.00
chr16	66431884	66432009	125	125	48.00	84.00	66.71	67.00	8339.00
chr19	47935155	47935702	547	547	10.00	2573.00	1022.27	1414.00	559182.00
chr12	50291769	50291873	104	104	2073.00	3430.00	2600.72	2598.00	270475.00
chr11	1780198	1780317	119	119	4120.00	5351.00	4543.53	4482.00	540680.00
chr15	65392626	65393167	541	541	0.00	42.00	15.48	15.00	8373.00
chr2	86397871	86397967	96	96	250.00	350.00	294.24	295.00	28247.00
chr7	97866087	97866233	146	146	182.00	340.00	267.09	279.50	38995.00
chr11	60687157	60687402	245	245	183.00	516.00	315.08	276.00	77195.00
chr21	43307700	43309453	1753	1753	18.00	217.00	89.67	85.00	157196.00
chr14	24619269	24619657	388	388	39.00	271.00	132.42	120.00	51380.00
chr11	65320634	65320727	93	93	151.00	251.00	201.62	209.00	18751.00
chr16	29891184	29891385	201	201	994.00	1690.00	1367.07	1466.00	274782.00
chr1	32207224	32207326	102	102	1252.00	1525.00	1385.23	1389.50	141293.00
chr11	72300218	72300394	176	176	0.00	1617.00	499.09	20.00	87839.00
chr17	7608878	7609038	160	160	74.00	572.00	280.64	285.00	44902.00
chr19	7607646	7607814	168	168	299.00	451.00	382.35	383.50	64235.00
chr19	54966129	54966271	142	142	261.00	481.00	385.44	391.50	54733.00
chr12	57995027	57995131	104	104	423.00	594.00	528.35	533.00	54948.00
chr1	27428875	27429049	174	174	106.00	191.00	149.82	151.50	26068.00
chr2	27688277	27688385	108	108	66.00	140.00	111.80	119.00	12074.00
chr16	2691449	2692254	805	805	0.00	92.00	37.10	40.00	29864.00
chr9	131503813	131503933	120	120	1094.00	1370.00	1216.45	1197.00	145974.00
chr16	2347766	2347922	156	156	303.00	471.00	372.52	364.00	58113.00
chr17	80039884	80040036	152	152	713.00	999.00	843.97	814.00	128284.00
chr1	32204432	32204538	106	106	1305.00	2087.00	1618.29	1619.50	171539.00
chr12	9242951	9243078	127	127	539.00	770.00	650.46	656.00	82608.00
chr3	49702661	49702751	90	90	495.00	641.00	583.61	587.00	52525.00
chr19	35820359	35820837	478	478	0.00	102.00	49.20	53.00	23516.00
chr1	201456762	201457615	853	853	19.00	120.00	68.37	71.00	58316.00
chr16	2334279	2334438	159	159	468.00	719.00	584.38	588.00	92917.00
chr10	73578373	73578481	108	108	13989.00	16526.00	14955.15	14922.50	1615156.00
chr16	18530550	18530756	206	206	0.00	1364.00	773.51	1184.00	159344.00
chr16	16369094	16369300	206	206	0.00	1342.00	761.83	1164.00	156937.00
chr13	113975636	113975785	149	149	33.00	1447.00	594.66	70.00	88604.00
chr11	119293822	119294227	405	405	16.00	12877.00	1093.73	72.00	442960.00
chr5	150505962	150506041	79	79	2592.00	3789.00	3083.89	2911.00	243627.00
chr22	44224939	44225078	139	139	2695.00	3460.00	3002.69	2946.00	417374.00
chr15	41865199	41865309	110	110	786.00	949.00	882.86	885.50	97115.00
chr17	25633807	25636298	2491	2491	3.00	1122.00	324.11	245.00	807359.00
chr15	72495155	72495529	374	374	19.00	10434.00	4051.02	41.00	1515081.00
chr9	42540272	42542124	1852	1852	0.00	87.00	36.13	32.00	66908.00
chr11	119290760	119291704	944	944	13.00	20041.00	5356.68	45.00	5056703.00
chr19	5219949	5220165	216	216	222.00	439.00	333.95	342.00	72133.00
chr15	63910769	63911153	384	384	0.00	24.00	4.26	1.00	1636.00
chr17	74393879	74393969	90	90	280.00	361.00	318.96	319.00	28706.00
chr10	104129467	104129532	65	65	147.00	179.00	162.23	162.00	10545.00
chr3	142454224	142454620	396	396	0.00	39.00	11.72	6.00	4642.00
chr12	121205196	121205396	200	200	545.00	878.00	672.22	658.50	134444.00
chr3	31705570	31705724	154	154	79.00	138.00	108.14	106.50	16654.00
chr6	118635190	118636593	1403	1403	23.00	452.00	213.01	202.00	298860.00
chr8	10339867	10340829	962	962	1.00	70.00	26.96	24.00	25936.00
chr19	16952578	16952779	201	201	232.00	403.00	330.23	336.00	66376.00
chr8	110984486	110985016	530	530	105.00	240.00	168.05	168.00	89067.00
chr9	128001219	128001610	391	391	1077.00	2189.00	1691.80	1760.00	661493.00
chr11	73070878	73070997	119	119	168.00	356.00	265.66	264.00	31613.00
chr10	104130140	104130235	95	95	151.00	260.00	206.14	196.00	19583.00
chr5	95733039	95733173	134	134	30.00	225.00	123.13	130.00	16500.00
chr19	59059400	59059547	147	147	602.00	824.00	714.52	719.00	105035.00
chr5	139943169	139943255	86	86	65.00	433.00	353.72	380.00	30420.00
chr17	73487771	73487981	210	210	172.00	270.00	215.29	217.50	45211.00
chr1	154315588	154315777	189	189	123.00	197.00	167.05	167.00	31572.00
chr14	95652726	95653070	344	344	13.00	120.00	72.73	78.50	25019.00
chr12	123639801	123640772	971	971	10.00	118.00	54.25	48.00	52673.00
chr22	47064870	47065171	301	301	0.00	10.00	1.66	0.00	500.00
chr5	24535220	24535388	168	168	81.00	227.00	138.85	124.00	23326.00
chr12	6806452	6806958	506	506	513.00	1972.00	1138.65	1107.00	576157.00
chr22	29881711	29881836	125	125	610.00	886.00	734.06	739.00	91758.00
chr7	75894681	75894786	105	105	113.00	189.00	161.05	162.00	16910.00
chr12	121089007	121095893	6886	6886	0.00	111.00	21.46	16.00	147794.00
chr1	207940357	207942365	2008	2008	12.00	737.00	113.98	62.00	228877.00
chr7	154681166	154681240	74	74	1949.00	2549.00	2274.74	2235.00	168331.00
chr5	131696513	131697529	1016	1016	0.00	39.00	11.57	9.00	11758.00
chr11	1776135	1776258	123	123	3425.00	4025.00	3661.80	3653.00	450402.00
chr8	11706554	11706673	119	119	2611.00	3233.00	2935.88	2960.00	349370.00
chr11	18759426	18759511	85	85	812.00	1074.00	927.09	922.00	78803.00
chr16	61689373	61689625	252	252	279.00	498.00	418.92	424.00	105569.00
chr15	51750702	51750824	122	122	634.00	842.00	738.42	737.50	90087.00
chr9	35555056	35555698	642	642	442.00	885.00	702.70	692.00	451135.00
chr2	198356200	198356621	421	421	0.00	50.00	20.77	17.00	8744.00
chr9	131001723	131001794	71	71	5171.00	6918.00	6080.31	6102.00	431702.00
