#chrom	start	end	size	num_data	min	max	mean	median	sum
chr19	45161029	45161178	149	149	143.00	278.00	220.11	227.00	32797.00
chr19	5243911	5244493	582	582	176.00	398.00	274.35	268.00	159673.00
chr6	32119585	32119717	132	132	45.00	1353.00	666.95	711.00	88037.00
chr3	42670878	42672067	1189	1189	0.00	60.00	17.78	15.00	21142.00
chr11	45892392	45892485	93	93	389.00	610.00	488.19	482.00	45402.00
chr17	80040789	80040991	202	202	1128.00	1762.00	1387.23	1372.50	280221.00
chr2	74902875	74903036	161	161	64.00	123.00	87.97	89.00	14163.00
chr17	38335969	38337946	1977	1977	0.00	478.00	39.28	16.00	77651.00
chr16	87870103	87870253	150	150	519.00	701.00	614.61	607.00	92192.00
chr1	32205947	32206142	195	195	1216.00	1494.00	1349.40	1345.00	263133.00
chr6	44117553	44117702	149	149	3.00	950.00	573.57	750.00	85462.00
chr1	159163659	159163830	171	171	2090.00	2655.00	2404.24	2425.00	411125.00
chr3	445565	446023	458	458	8.00	36.00	21.45	20.00	9825.00
chr2	25048913	25048995	82	82	324.00	533.00	438.21	435.50	35933.00
chr10	99504485	99504672	187	187	180.00	311.00	247.81	247.00	46341.00
chr4	54364807	54365010	203	203	142.00	229.00	188.45	187.00	38256.00
chr17	1634367	1634552	185	185	24.00	66.00	43.50	42.00	8047.00
chr7	72416124	72416247	123	123	308.00	459.00	387.77	394.00	47696.00
chr1	208212169	208212329	160	160	110.00	183.00	147.59	153.00	23614.00
chr9	140952500	140952702	202	202	45.00	89.00	66.57	67.00	13448.00
chr6	44197325	44197528	203	203	98.00	177.00	138.64	141.00	28143.00
chr6	44197643	44198218	575	575	26.00	176.00	88.98	73.00	51164.00
chr11	118981972	118982084	112	112	521.00	647.00	569.06	553.00	63735.00
chr5	150503846	150503952	106	106	7.00	4911.00	3296.08	4089.00	349385.00
chr11	118981761	118981878	117	117	434.00	587.00	513.92	506.00	60129.00
chr11	126314873	126315000	127	127	117.00	221.00	151.98	142.00	19302.00
chr1	159165808	159166244	436	436	0.00	2411.00	441.32	3.00	192415.00
chr7	134893542	134893750	208	208	52.00	112.00	85.16	88.00	17713.00
chr9	121976196	121976433	237	237	450.00	1139.00	764.70	719.00	181234.00
chr19	54691042	54691169	127	127	771.00	1325.00	1037.98	1021.00	131824.00
chr22	38621430	38621600	170	170	636.00	929.00	807.69	819.50	137308.00
chr13	42035681	42036205	524	524	0.00	18.00	7.02	7.00	3677.00
chr20	1915360	1915413	53	53	3.00	2245.00	1683.43	2136.00	89222.00
chr5	14496987	14497126	139	139	177.00	310.00	251.96	251.00	35022.00
chr12	56528125	56528212	87	87	95.00	173.00	136.14	146.00	11844.00
chr3	47466974	47467101	127	127	201.00	276.00	238.99	237.00	30352.00
chr17	7415476	7415663	187	187	239.00	443.00	331.89	326.00	62063.00
chr3	33588037	33589252	1215	1215	2.00	63.00	27.26	26.00	33126.00
chr7	887833	888615	782	782	14.00	152.00	59.96	57.00	46886.00
chr10	24813251	24813693	442	442	63.00	258.00	151.13	163.00	66799.00
chr1	109812045	109812213	168	168	691.00	925.00	758.99	736.00	127511.00
chr19	15276597	15276902	305	305	222.00	418.00	304.12	302.00	92757.00
chr16	2334779	2334999	220	220	445.00	708.00	599.75	621.00	131944.00
chr16	68404761	68405261	500	500	114.00	240.00	167.90	161.50	83948.00
chr4	110969111	110969871	760	760	25.00	125.00	78.43	83.00	59605.00
chr1	145693161	145693996	835	835	18.00	80.00	44.38	43.00	37061.00
chr7	44282848	44282932	84	84	1401.00	1763.00	1582.80	1614.50	132955.00
chr2	220164315	220164508	193	193	1.00	1490.00	643.65	16.00	124224.00
chr12	50472203	50472360	157	157	187.00	291.00	241.04	251.00	37844.00
chr2	220163768	220163833	65	65	1319.00	1636.00	1477.86	1502.00	96061.00
chr2	222289928	222290862	934	934	219.00	691.00	530.94	543.00	495902.00
chr12	57599133	57599268	135	135	412.00	547.00	475.29	475.00	64164.00
chr7	157475416	157475629	213	213	883.00	1117.00	998.27	1005.00	212631.00
chr1	32203800	32203927	127	127	1517.00	2276.00	1866.54	1895.00	237051.00
chr1	109811731	109811912	181	181	626.00	844.00	739.15	741.00	133786.00
chr9	140052830	140052975	145	145	1557.00	2306.00	1978.08	2024.00	286821.00
chr2	220161706	220161854	148	148	2660.00	3519.00	3034.74	3037.50	449141.00
chr16	29896906	29897070	164	164	810.00	1118.00	940.71	941.50	154277.00
chr16	47143393	47143622	229	229	140.00	244.00	188.15	186.00	43087.00
chr11	993753	993985	232	232	427.00	992.00	770.85	849.50	178838.00
chr9	124059698	124061137	1439	1439	0.00	82.00	32.18	30.00	46303.00
chr9	140350140	140350634	494	494	8.00	102.00	49.92	46.00	24662.00
chr11	14504577	14504697	120	120	120.00	209.00	164.69	163.50	19763.00
chr3	49898612	49898733	121	121	1483.00	1742.00	1621.53	1610.00	196205.00
chr9	131811659	131811777	118	118	168.00	307.00	215.21	200.00	25395.00
chr9	131810705	131810818	113	113	158.00	322.00	246.81	271.00	27890.00
chr1	223400935	223401080	145	145	758.00	1080.00	919.30	908.00	133298.00
chr12	125612185	125612820	635	635	0.00	503.00	71.46	12.00	45377.00
chr2	220088590	220088744	154	154	360.00	590.00	494.54	492.00	76159.00
chr9	70888487	70888750	263	263	0.00	4.00	1.28	0.00	336.00
chr14	69813756	69813898	142	142	369.00	526.00	454.87	442.50	64591.00
chr2	47399145	47399890	745	745	31.00	1039.00	102.84	85.00	76613.00
chr11	62688689	62689041	352	352	8.00	289.00	88.87	52.00	31282.00
chr6	43745205	43745407	202	202	0.00	351.00	225.32	218.00	45515.00
chr3	11072492	11072997	505	505	0.00	1132.00	222.33	29.00	112276.00
chr7	2696031	2696168	137	137	430.00	647.00	554.11	565.00	75913.00
chr16	14969196	14969279	83	83	698.00	1108.00	920.87	956.00	76432.00
chr17	7377847	7378026	179	179	5.00	19.00	13.05	14.00	2336.00
chr12	65639640	65639719	79	79	124.00	247.00	172.91	168.00	13660.00
chr12	50294912	50295108	196	196	3892.00	5253.00	4416.98	4405.50	865728.00
chr19	42485653	42485788	135	135	4257.00	5384.00	4873.48	4954.00	657920.00
chr10	99509230	99509343	113	113	224.00	326.00	281.59	284.00	31820.00
chr22	38883877	38888120	4243	4243	66.00	1875.00	367.02	259.00	1557274.00
chr12	49416372	49416658	286	286	151.00	289.00	225.16	228.00	64396.00
chr6	24843089	24843782	693	693	82.00	271.00	149.13	137.00	103346.00
chr5	176295561	176295665	104	104	627.00	748.00	683.90	684.50	71126.00
chr10	99510087	99510227	140	140	269.00	532.00	358.76	336.00	50227.00
chr1	159173658	159174770	1112	1112	36.00	268.00	120.38	95.00	133863.00
chr11	1780745	1780869	124	124	2959.00	4137.00	3612.25	3711.00	447919.00
chr19	42486059	42486258	199	199	3192.00	5808.00	4486.54	4459.00	892821.00
chr3	47465422	47465535	113	113	238.00	296.00	266.00	265.00	30058.00
chr1	21573713	21573856	143	143	77.00	146.00	105.89	111.00	15142.00
chr11	65320330	65320453	123	123	170.00	260.00	223.98	228.00	27550.00
chr3	47462420	47462519	99	99	312.00	551.00	466.21	523.00	46155.00
chr2	219204751	219204864	113	113	203.00	299.00	251.39	260.00	28407.00
chr1	43906123	43906257	134	134	29.00	76.00	52.71	49.00	7063.00
chr7	38785158	38785840	682	682	13.00	629.00	70.36	26.00	47983.00
chr2	153499932	153500058	126	126	161.00	222.00	200.90	202.00	25313.00
chr1	32203011	32203132	121	121	13.00	1857.00	1447.03	1675.00	175091.00
chr22	42290823	42290941	118	118	1131.00	2259.00	1879.23	1922.00	221749.00
chr19	47940718	47940818	100	100	585.00	995.00	768.23	772.00	76823.00
chr4	119539150	119539274	124	124	11.00	37.00	22.94	24.00	2845.00
chr17	44117067	44117250	183	183	140.00	215.00	171.40	172.00	31367.00
chr19	42485873	42485983	110	110	3822.00	4804.00	4344.02	4333.50	477842.00
chr6	44114583	44114664	81	81	190.00	257.00	230.10	240.00	18638.00
chr19	47941105	47941292	187	187	0.00	1153.00	656.81	933.00	122824.00
chr11	73074250	73074500	250	250	333.00	594.00	476.29	514.00	119072.00
chr3	33418764	33418825	61	61	605.00	746.00	674.95	672.00	41172.00
chr1	700258	700505	247	247	3.00	49.00	26.72	28.00	6599.00
chr9	74319510	74319719	209	209	111.00	250.00	158.14	145.00	33052.00
chr16	2336694	2336968	274	274	260.00	799.00	594.98	674.50	163024.00
chr20	3575125	3575219	94	94	202.00	281.00	252.44	258.00	23729.00
chr9	139231377	139231529	152	152	176.00	240.00	199.01	196.00	30250.00
chr5	140515951	140516498	547	547	7.00	65.00	28.60	22.00	15642.00
chr1	21938208	21938309	101	101	911.00	1142.00	1048.68	1056.00	105917.00
chr3	155659188	155659936	748	748	19.00	231.00	151.42	166.00	113262.00
chr16	27483068	27483241	173	173	212.00	478.00	345.87	330.00	59836.00
chr11	994071	994245	174	174	391.00	656.00	543.95	551.00	94648.00
chr7	71175745	71175913	168	168	1497.00	2101.00	1840.93	1854.50	309276.00
chr12	121204065	121204175	110	110	636.00	778.00	683.14	674.00	75145.00
chr7	73118679	73118753	74	74	1844.00	2173.00	1980.32	1968.50	146544.00
chr9	140972565	140972710	145	145	97.00	152.00	118.91	119.00	17242.00
chr12	121683329	121684024	695	695	0.00	19.00	8.90	9.00	6184.00
chr16	74493579	74493687	108	108	400.00	488.00	453.69	457.00	48998.00
chr2	36771518	36771641	123	123	385.00	552.00	467.48	470.00	57500.00
chr7	94187181	94187996	815	815	5.00	119.00	52.85	48.00	43075.00
chr14	94156951	94157239	288	288	0.00	47.00	26.68	28.00	7683.00
chr7	121739000	121739524	524	524	6.00	42.00	21.03	22.00	11021.00
chr1	19549117	19549328	211	211	129.00	401.00	252.68	223.00	53315.00
chr19	5214571	5214747	176	176	201.00	711.00	421.64	400.00	74209.00
chr19	42557753	42557861	108	108	712.00	1032.00	863.83	850.50	93294.00
chr15	102510686	102510925	239	239	0.00	102.00	51.63	50.00	12339.00
chr5	167673761	167675376	1615	1615	36.00	241.00	123.60	116.00	199619.00
chr7	44282158	44282253	95	95	1610.00	2154.00	1766.53	1680.00	167820.00
chr2	160621061	160621717	656	656	18.00	437.00	62.75	36.00	41162.00
chr5	10426501	10426634	133	133	730.00	1044.00	879.42	874.00	116963.00
chr16	1814301	1814460	159	159	991.00	1394.00	1161.23	1153.00	184636.00
chr11	21581734	21581928	194	194	287.00	401.00	346.27	355.00	67177.00
chr3	126749085	126749255	170	170	350.00	467.00	414.44	417.50	70454.00
chr11	12237765	12237866	101	101	422.00	591.00	492.38	474.00	49730.00
chr6	31750872	31750963	91	91	171.00	234.00	201.73	204.00	18357.00
chr3	53124201	53124398	197	197	29.00	59.00	42.34	42.00	8340.00
chr2	220161470	220161544	74	74	2907.00	3399.00	3136.72	3125.50	232117.00
chr2	128951046	128951785	739	739	31.00	173.00	83.80	79.00	61928.00
chr5	24535811	24535931	120	120	88.00	185.00	145.31	149.00	17437.00
chr1	44083406	44083582	176	176	542.00	732.00	637.80	649.00	112253.00
chr1	32207653	32207818	165	165	673.00	982.00	851.08	875.00	140429.00
chr12	7293754	7294000	246	246	0.00	1512.00	863.70	1222.00	212471.00
chr3	131442289	131442469	180	180	254.00	337.00	295.10	294.00	53118.00
chr3	49898871	49899298	427	427	87.00	1798.00	878.62	1311.00	375170.00
chr16	66432358	66432464	106	106	71.00	122.00	103.40	107.00	10960.00
chr1	20982593	20982680	87	87	811.00	1142.00	977.22	979.00	85018.00
chr16	68398653	68398809	156	156	209.00	327.00	271.81	277.00	42402.00
chr17	16676818	16678279	1461	1461	7.00	122.00	50.19	43.00	73331.00
chr1	109814899	109815027	128	128	1543.00	1832.00	1700.56	1702.00	217672.00
chr1	21940478	21940582	104	104	1223.00	1559.00	1429.03	1469.50	148619.00
chr20	57468284	57468793	509	509	3.00	72.00	24.39	19.00	12412.00
chr3	127358087	127358366	279	279	483.00	1406.00	1119.37	1159.00	312304.00
chr3	126735359	126735527	168	168	153.00	237.00	202.74	204.00	34060.00
chr10	103869140	103869264	124	124	819.00	1150.00	1002.47	1043.00	124306.00
chr20	44520554	44520666	112	112	408.00	698.00	555.82	548.50	62252.00
chr1	32203252	32203356	104	104	1443.00	1796.00	1663.50	1651.50	173004.00
chr21	40186196	40186316	120	120	455.00	605.00	548.73	553.50	65847.00
chr5	111067153	111068349	1196	1196	2.00	74.00	25.61	20.00	30627.00
chr9	128002954	128003186	232	232	708.00	1036.00	874.96	885.50	202990.00
chr1	43408896	43408992	96	96	723.00	835.00	772.18	772.00	74129.00
chr3	47463931	47464026	95	95	283.00	345.00	306.63	304.00	29130.00
chr2	220161160	220161238	78	78	2916.00	3292.00	3087.40	3068.50	240817.00
chr11	62472772	62473089	317	317	3461.00	5034.00	4294.67	4373.00	1361411.00
chr9	130986341	130986906	565	565	0.00	1401.00	279.59	12.00	157971.00
chr14	69358769	69359000	231	231	391.00	657.00	496.82	484.00	114765.00
chr11	64416205	64416379	174	174	591.00	758.00	682.66	683.00	118783.00
chr17	8398454	8398559	105	105	581.00	852.00	728.69	724.00	76512.00
chr12	53572943	53574193	1250	1250	2.00	104.00	41.56	39.00	51953.00
chr17	17696544	17701827	5283	5283	29.00	552.00	169.22	140.00	894003.00
chr8	11705187	11705331	144	144	2721.00	3874.00	3420.31	3424.00	492525.00
chr19	54963829	54963931	102	102	257.00	359.00	290.08	275.50	29588.00
chr2	70451682	70456295	4613	4613	3.00	300.00	51.71	39.00	238543.00
chr11	118873959	118874169	210	210	5.00	28.00	16.39	20.00	3441.00
chr10	75548427	75548581	154	154	34.00	76.00	55.79	54.00	8592.00
chr6	33414351	33414563	212	212	940.00	1418.00	1223.69	1210.50	259422.00
chr17	80042910	80043032	122	122	477.00	733.00	627.80	663.00	76591.00
chr11	11470290	11470483	193	193	311.00	451.00	373.03	365.00	71994.00
chr8	23294446	23294771	325	325	123.00	391.00	247.37	253.00	80395.00
chr1	116932060	116932663	603	603	4.00	2641.00	983.55	35.00	593082.00
chr15	83222627	83222741	114	114	278.00	365.00	321.56	321.00	36658.00
chr3	9841562	9841751	189	189	37.00	64.00	50.87	49.00	9614.00
chr1	116937731	116937907	176	176	3076.00	5742.00	3932.29	3778.00	692083.00
chr16	87868019	87868197	178	178	383.00	715.00	556.79	561.50	99109.00
chr3	124209540	124209731	191	191	944.00	1255.00	1086.52	1083.00	207526.00
chr7	71142195	71142291	96	96	1240.00	1573.00	1407.49	1385.00	135119.00
chr5	130497324	130497584	260	260	10.00	46.00	29.49	27.00	7667.00
chr13	100199238	100199358	120	120	800.00	952.00	880.73	875.50	105688.00
chr5	139943336	139943506	170	170	13.00	623.00	473.69	498.00	80527.00
chr17	74395529	74396002	473	473	118.00	272.00	206.71	216.00	97772.00
chr14	93179149	93179216	67	67	407.00	496.00	443.72	441.00	29729.00
chr4	160277004	160277310	306	306	63.00	930.00	538.51	646.00	164785.00
chr17	40666306	40666478	172	172	1981.00	3143.00	2581.20	2580.00	443966.00
chr15	34828065	34828207	142	142	13.00	261.00	196.99	218.00	27973.00
chr14	100165802	100165876	74	74	1338.00	1643.00	1524.78	1539.00	112834.00
chr22	20128089	20128231	142	142	33.00	427.00	261.22	363.00	37093.00
chr12	3392210	3394421	2211	2211	20.00	341.00	153.46	148.00	339308.00
chr17	16687866	16690667	2801	2801	0.00	264.00	40.55	31.00	113573.00
chr6	31664724	31664810	86	86	379.00	501.00	461.57	471.00	39695.00
chr6	30627512	30627611	99	99	125.00	252.00	186.53	202.00	18466.00
chr11	18752834	18755060	2226	2226	0.00	1463.00	137.39	34.00	305830.00
chr12	109332602	109332731	129	129	656.00	930.00	787.71	790.00	101614.00
chr6	90072884	90073110	226	226	19.00	70.00	44.59	40.00	10078.00
chr16	2689371	2689711	340	340	19.00	85.00	46.67	47.00	15868.00
chr1	20987373	20987484	111	111	718.00	991.00	872.77	865.00	96878.00
chr14	85985300	85986667	1367	1367	0.00	64.00	18.57	16.00	25387.00
chr13	32863769	32863880	111	111	333.00	549.00	468.73	489.00	52029.00
chr16	1510418	1510528	110	110	149.00	228.00	176.62	171.50	19428.00
chr19	54963269	54963444	175	175	250.00	356.00	304.61	305.00	53307.00
chr6	44224078	44224233	155	155	193.00	296.00	243.70	249.00	37773.00
chr20	3151172	3152285	1113	1113	0.00	54.00	14.85	11.00	16530.00
chr1	892273	892405	132	132	324.00	418.00	364.49	357.50	48113.00
chr16	90192167	90192724	557	557	0.00	25.00	7.39	6.00	4119.00
chr9	111663704	111663810	106	106	179.00	270.00	209.16	204.50	22171.00
chr6	44108764	44108835	71	71	216.00	289.00	241.04	233.00	17114.00
chr1	36028802	36029027	225	225	7131.00	11858.00	8857.76	8322.00	1992995.00
chr11	66807259	66807674	415	415	5.00	284.00	212.88	226.00	88347.00
chr1	178426817	178427679	862	862	41.00	163.00	94.01	93.00	81038.00
chr19	42482302	42482478	176	176	4836.00	6518.00	5347.82	5278.50	941217.00
chr1	44084718	44084873	155	155	303.00	766.00	501.59	496.00	77747.00
chr1	109812315	109812442	127	127	689.00	1009.00	838.39	842.00	106475.00
chr3	180324268	180324391	123	123	126.00	200.00	157.05	152.00	19317.00
chr15	63933668	63933842	174	174	88.00	188.00	135.02	125.00	23493.00
chr20	44521363	44521519	156	156	504.00	792.00	638.57	641.00	99617.00
chr3	33416779	33416910	131	131	304.00	671.00	451.11	444.00	59095.00
chr1	21934624	21934843	219	219	4.00	2066.00	850.51	1075.00	186261.00
chr14	69799801	69799886	85	85	179.00	227.00	208.07	213.00	17686.00
chr1	116936134	116936345	211	211	0.00	3811.00	3118.90	3367.00	658088.00
chr14	23634493	23634645	152	152	68.00	152.00	111.05	117.00	16879.00
chr16	1402538	1402947	409	409	0.00	19.00	7.13	8.00	2916.00
chr9	20331	25000	4669	4669	0.00	219.00	25.16	16.00	117463.00
chr17	43545574	43545959	385	385	32.00	58.00	45.07	46.00	17353.00
chr13	100201418	100201476	58	58	767.00	914.00	839.91	836.50	48715.00
chr15	41865505	41865665	160	160	764.00	1490.00	1040.50	965.50	166480.00
chr19	19641688	19642196	508	508	4.00	21.00	13.25	14.00	6729.00
chr11	134147593	134148159	566	566	8.00	63.00	41.24	46.00	23340.00
chr2	71656420	71657290	870	870	6.00	98.00	45.53	42.00	39608.00
chr7	97834775	97835016	241	241	319.00	501.00	417.69	424.00	100663.00
chr19	13363804	13363915	111	111	93.00	173.00	144.44	155.00	16033.00
chr18	31328383	31329011	628	628	5.00	61.00	33.16	34.00	20827.00
chr16	66431884	66432009	125	125	62.00	117.00	84.65	84.00	10581.00
chr19	47935155	47935702	547	547	0.00	1739.00	747.56	757.00	408918.00
chr12	50291769	50291873	104	104	3015.00	3859.00	3391.10	3338.50	352674.00
chr11	1780198	1780317	119	119	3039.00	4074.00	3491.50	3477.00	415489.00
chr15	65392626	65393167	541	541	0.00	15.00	5.09	5.00	2753.00
chr2	86397871	86397967	96	96	234.00	321.00	272.32	268.00	26143.00
chr7	97866087	97866233	146	146	140.00	226.00	179.20	183.00	26163.00
chr11	60687157	60687402	245	245	233.00	413.00	357.33	371.00	87547.00
chr21	43307700	43309453	1753	1753	19.00	165.00	85.74	82.00	150295.00
chr14	24619269	24619657	388	388	60.00	142.00	101.11	100.00	39232.00
chr11	65320634	65320727	93	93	179.00	252.00	220.43	225.00	20500.00
chr16	29891184	29891385	201	201	1105.00	1649.00	1394.82	1400.00	280359.00
chr1	32207224	32207326	102	102	1131.00	1560.00	1269.87	1269.50	129527.00
chr11	72300218	72300394	176	176	2.00	1066.00	345.73	4.00	60848.00
chr17	7608878	7609038	160	160	154.00	276.00	214.66	216.00	34346.00
chr19	7607646	7607814	168	168	319.00	446.00	386.90	393.50	65000.00
chr19	54966129	54966271	142	142	231.00	368.00	307.20	323.00	43622.00
chr12	57995027	57995131	104	104	384.00	469.00	424.98	426.00	44198.00
chr1	27428875	27429049	174	174	169.00	289.00	199.27	192.00	34673.00
chr2	27688277	27688385	108	108	62.00	94.00	77.91	76.00	8414.00
chr16	2691449	2692254	805	805	15.00	90.00	46.99	43.00	37829.00
chr9	131503813	131503933	120	120	867.00	1323.00	1042.19	1034.00	125063.00
chr16	2347766	2347922	156	156	249.00	347.00	301.02	303.50	46959.00
chr17	80039884	80040036	152	152	904.00	1196.00	1090.71	1095.00	165788.00
chr1	32204432	32204538	106	106	1506.00	2450.00	1957.49	1979.00	207494.00
chr12	9242951	9243078	127	127	757.00	1008.00	876.93	867.00	111370.00
chr3	49702661	49702751	90	90	397.00	500.00	455.66	450.00	41009.00
chr19	35820359	35820837	478	478	13.00	47.00	29.20	29.00	13959.00
chr1	201456762	201457615	853	853	23.00	127.00	71.95	78.00	61375.00
chr16	2334279	2334438	159	159	488.00	712.00	621.90	627.00	98882.00
chr10	73578373	73578481	108	108	13053.00	15540.00	14036.14	13967.50	1515903.00
chr16	18530550	18530756	206	206	1.00	1223.00	642.32	955.00	132317.00
chr16	16369094	16369300	206	206	1.00	1200.00	630.67	940.00	129919.00
chr13	113975636	113975785	149	149	16.00	2767.00	1158.38	60.00	172599.00
chr11	119293822	119294227	405	405	17.00	9168.00	832.02	78.00	336967.00
chr5	150505962	150506041	79	79	2867.00	3590.00	3189.63	3146.00	251981.00
chr22	44224939	44225078	139	139	2353.00	3034.00	2687.57	2641.00	373572.00
chr15	41865199	41865309	110	110	796.00	1056.00	920.98	908.00	101308.00
chr17	25633807	25636298	2491	2491	6.00	991.00	308.61	247.00	768736.00
chr15	72495155	72495529	374	374	0.00	12540.00	4650.54	45.50	1739301.00
chr9	42540272	42542124	1852	1852	0.00	77.00	31.63	29.00	58573.00
chr11	119290760	119291704	944	944	6.00	14323.00	4645.71	65.00	4385550.00
chr19	5219949	5220165	216	216	204.00	412.00	295.22	288.00	63768.00
chr15	63910769	63911153	384	384	0.00	29.00	11.05	13.00	4242.00
chr17	74393879	74393969	90	90	204.00	311.00	245.61	236.00	22105.00
chr10	104129467	104129532	65	65	176.00	215.00	190.71	188.00	12396.00
chr3	142454224	142454620	396	396	0.00	35.00	18.09	19.00	7164.00
chr12	121205196	121205396	200	200	575.00	818.00	683.11	676.00	136622.00
chr3	31705570	31705724	154	154	85.00	172.00	131.71	126.50	20284.00
chr6	118635190	118636593	1403	1403	50.00	336.00	186.63	177.00	261843.00
chr8	10339867	10340829	962	962	2.00	62.00	28.06	28.00	26992.00
chr19	16952578	16952779	201	201	231.00	379.00	306.98	318.00	61703.00
chr8	110984486	110985016	530	530	49.00	292.00	127.47	108.00	67560.00
chr9	128001219	128001610	391	391	1062.00	2167.00	1756.73	1840.00	686881.00
chr11	73070878	73070997	119	119	321.00	408.00	365.60	367.00	43506.00
chr10	104130140	104130235	95	95	170.00	223.00	193.08	193.00	18343.00
chr5	95733039	95733173	134	134	124.00	207.00	171.28	173.00	22952.00
chr19	59059400	59059547	147	147	678.00	891.00	788.15	786.00	115858.00
chr5	139943169	139943255	86	86	27.00	443.00	362.64	403.00	31187.00
chr17	73487771	73487981	210	210	183.00	348.00	274.47	286.50	57639.00
chr1	154315588	154315777	189	189	27.00	103.00	57.27	49.00	10824.00
chr14	95652726	95653070	344	344	12.00	49.00	28.53	26.00	9815.00
chr12	123639801	123640772	971	971	0.00	75.00	40.51	42.00	39340.00
chr22	47064870	47065171	301	301	0.00	18.00	8.27	9.00	2490.00
chr5	24535220	24535388	168	168	86.00	160.00	111.26	109.00	18692.00
chr12	6806452	6806958	506	506	545.00	1584.00	1054.99	1084.50	533826.00
chr22	29881711	29881836	125	125	1340.00	1846.00	1558.47	1544.00	194809.00
chr7	75894681	75894786	105	105	142.00	175.00	159.50	160.00	16748.00
chr12	121089007	121095893	6886	6886	0.00	298.00	32.08	25.00	220885.00
chr1	207940357	207942365	2008	2008	0.00	684.00	99.57	50.00	199927.00
chr7	154681166	154681240	74	74	1704.00	2093.00	1910.15	1909.00	141351.00
chr5	131696513	131697529	1016	1016	0.00	37.00	9.78	8.00	9933.00
chr11	1776135	1776258	123	123	2623.00	3653.00	3149.20	3139.00	387352.00
chr8	11706554	11706673	119	119	2142.00	2918.00	2556.66	2596.00	304242.00
chr11	18759426	18759511	85	85	943.00	1277.00	1116.21	1136.00	94878.00
chr16	61689373	61689625	252	252	229.00	397.00	311.03	315.00	78379.00
chr15	51750702	51750824	122	122	328.00	589.00	479.25	477.50	58469.00
chr9	35555056	35555698	642	642	468.00	1174.00	848.91	852.50	545002.00
chr2	198356200	198356621	421	421	0.00	11.00	4.69	4.00	1975.00
chr9	131001723	131001794	71	71	5561.00	6748.00	6224.31	6261.00	441926.00
chr19	5214371	5214491	120	120	453.00	941.00	727.38	777.00	87286.00
